	control.B1	control.B2	experimental.B7	experimental.B8
uncharacterized protein ZYRO0F18304gFUNC-50732	0	0	0	2
uncharacterized protein ZYRO0G00286gFUNC-50733	0	2	0	0
uncharacterized protein ZYRO0G00308gFUNC-50734	40	27	7	9
uncharacterized protein ZYRO0G00330gFUNC-50735	23	1	3	8
uncharacterized protein ZYRO0G00352gFUNC-50736	7	2	0	2
uncharacterized protein ZYRO0G00374gFUNC-50737	0	0	0	1
uncharacterized protein ZYRO0G06710gFUNC-50738	0	89	0	0
uncharacterized protein ZYRO0G07018gFUNC-50739	0	0	0	1
uncharacterized protein ZYRO0G07194gFUNC-50740	0	0	0	1
uncharacterized protein ZYRO0G07788gFUNC-50741	0	0	1	0
uncharacterized protein ZYRO0G10296gFUNC-50742	13	3	0	0
uncharacterized protein ZYRO0G11022gFUNC-50743	2	0	0	0
uncharacterized protein ZYRO0G12650gFUNC-50744	1	1	1	6
uncharacterized protein ZYRO0G12694gFUNC-50745	1	0	0	0
uncharacterized protein ZYRO0G14388gFUNC-50746	1	0	0	0
uncharacterized protein ZYRO0G15994gFUNC-50747	4	2	0	0
uncharacterized RING finger protein C6B12.07c-likeFUNC-50748	0	0	1	0
uncharacterized RNA-binding protein C328.05-likeFUNC-50749	0	0	0	1
uncharacterized secreted protein ARB_07637-likeFUNC-50750	4	1	1	2
uncharacterized secreted protein ARB_08043-likeFUNC-50751	2	0	0	0
uncharacterized sugar kinase slr0537FUNC-50752	2	5	0	0
uncharacterized sugar kinase slr0537 isoform X2FUNC-50753	10	0	0	1
uncharacterized transcriptional regulatory protein C530.05-likeFUNC-50754	0	1	0	0
uncharacterized transporter C22E12.01-likeFUNC-50755	1	0	1	0
uncharacterized transporter C36.03c-likeFUNC-50756	0	0	0	1
uncharacterized transporter YBR287W-likeFUNC-50757	1	0	0	0
uncharacterized WD repeat-containing protein C17D11.08-likeFUNC-50758	0	0	0	1
uncharacterized WD repeat-containing protein C17D11.16FUNC-50759	1	0	0	0
uncharacterized WD repeat-containing protein C2A9.03 isoform X2FUNC-50760	0	2	0	1
uncharacterized WD repeat-containing protein C343.17c-likeFUNC-50761	0	0	0	1
uncharacterized WD repeat-containing protein C9G1.05-likeFUNC-50762	2	0	0	0
undecaprenyl pyrophosphate synthetaseFUNC-50763	0	2	0	0
undecaprenyl-diphosphataseFUNC-50764	22	14	0	1
undecaprenyl-galactosyl transferaseFUNC-50765	3	0	0	0
undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferaseFUNC-50766	3	1	0	0
undecaprenyl-phosphate glucose phosphotransferaseFUNC-50767	10	1	1	1
undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferaseFUNC-50768	22	20	1	0
undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase, partialFUNC-50769	9	18	0	0
undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferaseFUNC-50770	17	7	0	1
undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase, partialFUNC-50771	0	1	0	0
undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferaseFUNC-50772	24	32	0	0
unfolded protein response protein Orm1FUNC-50773	3	0	0	0
Ung1FUNC-50774	0	4	0	2
universal stress proteinFUNC-50775	51	103	3	1
universal stress protein AFUNC-50776	3	0	0	0
universal stress protein A-like proteinFUNC-50777	19	6	0	0
universal stress protein A-like protein isoform X1FUNC-50778	1	0	1	0
universal stress protein PHOS32-likeFUNC-50779	12	4	0	0
universal stress protein PHOS32-like isoform X3FUNC-50780	1	0	0	0
universal stress protein PHOS34FUNC-50781	17	4	0	0
universal stress protein PHOS34-likeFUNC-50782	2	0	0	0
universal stress protein UspAFUNC-50783	13	19	3	6
universal stress protein UspA-like proteinFUNC-50784	0	3	0	0
universal stress protein UspA, partialFUNC-50785	1	0	0	0
universal stress protein UspG, partialFUNC-50786	0	8	0	0
unnamed protein productFUNC-50787	5	6	1	6
unnamed protein product (chloroplast)FUNC-50788	19	32	1	0
Upc2FUNC-50789	1	0	1	0
UPC2-like proteinFUNC-50790	0	0	2	0
Upc2pFUNC-50791	3	0	2	4
UPF0005-domain-containing proteinFUNC-50792	1	1	0	2
UPF0041-domain-containing proteinFUNC-50793	0	1	0	0
UPF0047 protein YjbQFUNC-50794	1	0	0	0
UPF0057 membrane protein At4g30650-likeFUNC-50795	0	2	0	0
UPF0057-domain-containing proteinFUNC-50796	4	5	11	14
UPF0061 protein C20G4.05c-likeFUNC-50797	1	0	0	1
UPF0103-domain-containing proteinFUNC-50798	2	0	0	0
UPF0157-domain-containing proteinFUNC-50799	1	0	2	2
UPF0161 protein At3g09310FUNC-50800	0	3	0	0
UPF0179 family proteinFUNC-50801	2	0	0	0
UPF0182 family proteinFUNC-50802	0	6	0	0
UPF0182 family protein, partialFUNC-50803	0	3	0	0
UPF0183 protein At3g51130 isoform X1FUNC-50804	1	0	0	0
UPF0183 protein At3g51130-like isoform X5FUNC-50805	0	2	0	0
UPF0183 protein C16orf70-likeFUNC-50806	0	1	0	0
UPF0183-domain-containing proteinFUNC-50807	0	1	0	2
UPF0187 domain membrane protein, partialFUNC-50808	0	0	1	0
UPF0220 protein C8D2.02c-likeFUNC-50809	0	0	2	0
UPF0261 family proteinFUNC-50810	3	4	0	0
UPF0262 family proteinFUNC-50811	0	1	0	0
UPF0280 family proteinFUNC-50812	1	0	0	0
UPF0287-domain-containing proteinFUNC-50813	0	0	0	1
UPF0303 proteinFUNC-50814	0	0	0	1
UPF0365 family proteinFUNC-50815	1	3	0	0
UPF0481 protein At3g47200-likeFUNC-50816	2	0	0	0
UPF0496 protein 4-likeFUNC-50817	2	0	0	0
UPF0565 protein C2orf69 homologFUNC-50818	2	0	0	0
UPF0591 membrane proteinFUNC-50819	1	2	0	0
UPF0613 protein PB24D3.06c-likeFUNC-50820	0	0	1	0
UPF0641 membrane proteinFUNC-50821	0	0	1	0
UPF0659 protein C216.03-likeFUNC-50822	0	0	0	1
UPF0662 protein C30C2.08-likeFUNC-50823	1	0	0	0
UPF0664 stress-induced protein C29B12.11cFUNC-50824	2	0	0	0
UPF0674 endoplasmic reticulum membrane protein C2G5.01-likeFUNC-50825	0	0	0	1
UPF0678 fatty acid-binding protein-like protein At1g79260FUNC-50826	1	0	0	0
upf1 regulator of nonsense transcriptsFUNC-50827	0	0	0	1
Upf3pFUNC-50828	0	0	1	2
Ups1FUNC-50829	0	0	0	3
Ups1pFUNC-50830	0	1	1	9
Ups2FUNC-50831	0	2	2	3
Ups2pFUNC-50832	0	1	7	27
Ups3pFUNC-50833	0	1	2	4
upstream activation factor subunit spp27FUNC-50834	2	0	0	0
upstream activation factor subunit spp27-likeFUNC-50835	7	0	0	0
UQ_con-domain-containing proteinFUNC-50836	0	0	0	1
Ura1FUNC-50837	3	0	2	7
Ura2FUNC-50838	32	0	15	31
Ura2 bifunctional carbamoylphosphate synthetase-aspartate transcarbamylaseFUNC-50839	0	0	0	1
URA2-like proteinFUNC-50840	49	4	8	18
Ura4FUNC-50841	0	0	0	1
URA4-like proteinFUNC-50842	2	0	0	0
Ura5FUNC-50843	0	0	4	4
URA5-like proteinFUNC-50844	16	0	0	0
Ura6FUNC-50845	0	0	0	2
Ura7FUNC-50846	8	0	10	5
URA7-like proteinFUNC-50847	6	0	2	0
Ura8FUNC-50848	1	3	6	11
URA8-like proteinFUNC-50849	0	2	0	0
uracil permeaseFUNC-50850	20	14	2	3
uracil permease, partialFUNC-50851	1	1	0	0
uracil phosphoribosyltransferaseFUNC-50852	31	37	6	14
uracil phosphoribosyltransferase, partialFUNC-50853	3	0	0	0
uracil transporter, partialFUNC-50854	0	3	0	0
uracil-dna glycosylaseFUNC-50855	3	0	0	0
uracil-DNA glycosylaseFUNC-50856	35	33	1	6
uracil-DNA glycosylase-like proteinFUNC-50857	0	0	0	1
uracil-DNA glycosylase, mitochondrial-likeFUNC-50858	1	0	0	0
uracil-DNA glycosylase, partialFUNC-50859	3	0	0	0
uracil-xanthine permeaseFUNC-50860	5	7	0	0
urate oxidaseFUNC-50861	5	0	1	0
Urb1FUNC-50862	2	0	0	0
Urb1pFUNC-50863	2	0	6	4
Urb2/Npa2 family proteinFUNC-50864	0	5	0	0
Urb2pFUNC-50865	2	0	4	0
Urc2pFUNC-50866	1	1	3	3
urea ABC transporter ATP-binding protein UrtDFUNC-50867	5	1	0	1
urea ABC transporter ATP-binding subunit UrtEFUNC-50868	0	7	0	1
urea ABC transporter permease subunit UrtBFUNC-50869	2	3	1	3
urea ABC transporter permease subunit UrtB, partialFUNC-50870	0	0	0	1
urea ABC transporter permease subunit UrtCFUNC-50871	4	2	0	1
urea ABC transporter substrate-binding proteinFUNC-50872	6	13	2	2
urea ABC transporter substrate-binding protein, partialFUNC-50873	0	0	2	1
urea amidolyaseFUNC-50874	0	2	0	0
urea amidolyase, partialFUNC-50875	0	1	0	0
urea carboxylaseFUNC-50876	20	26	9	17
urea transporterFUNC-50877	3	0	0	0
ureaseFUNC-50878	5	3	0	0
urease accessory proteinFUNC-50879	1	2	1	0
urease accessory protein F isoform X2FUNC-50880	2	0	0	0
urease accessory protein ureDFUNC-50881	3	8	0	0
urease accessory protein UreDFUNC-50882	3	1	0	0
urease accessory protein UreEFUNC-50883	0	14	0	2
urease accessory protein UreE-likeFUNC-50884	28	17	1	0
urease accessory protein UreE, partialFUNC-50885	2	0	0	0
urease accessory protein UreFFUNC-50886	8	1	0	1
urease accessory protein UreGFUNC-50887	2	6	1	1
Urease accessory protein UreG 1FUNC-50888	0	8	0	0
urease accessory protein UreJFUNC-50889	0	7	0	1
urease accessory protein, partialFUNC-50890	0	1	0	0
urease subunit alphaFUNC-50891	26	8	1	1
urease subunit alpha, partialFUNC-50892	3	0	1	0
urease subunit betaFUNC-50893	5	12	0	0
urease subunit gammaFUNC-50894	2	0	0	0
ureidoglycolate hydrolaseFUNC-50895	1	4	0	19
ureidoglycolate lyaseFUNC-50896	3	1	0	0
UreohydrolaseFUNC-50897	1	2	0	0
Urh1FUNC-50898	1	0	0	0
uric acid degradation bifunctional protein TTL isoform X2FUNC-50899	1	0	0	0
uricaseFUNC-50900	1	1	1	1
uricase-likeFUNC-50901	0	1	1	1
uridine 5'-monophosphate synthase-likeFUNC-50902	5	0	0	0
uridine kinaseFUNC-50903	9	3	0	0
Uridine kinaseFUNC-50904	0	1	0	0
uridine kinase URK1FUNC-50905	2	0	1	8
uridine kinase-like protein 1, chloroplasticFUNC-50906	1	0	0	0
uridine kinase, partialFUNC-50907	2	0	0	0
uridine monophosphate kinaseFUNC-50908	3	0	0	0
uridine permeaseFUNC-50909	55	17	7	25
uridine phosphorylaseFUNC-50910	0	4	0	0
Urk1FUNC-50911	0	0	0	2
Urm1FUNC-50912	0	0	3	1
Urn1pFUNC-50913	2	1	3	4
urocanate hydrataseFUNC-50914	17	18	0	0
urocanate hydratase, partialFUNC-50915	18	22	0	1
UROD/MetE-like proteinFUNC-50916	1	0	0	0
uronate isomeraseFUNC-50917	0	8	0	0
uroporphyrin-III C-methyltransferas-like proteinFUNC-50918	0	0	0	1
uroporphyrin-III C/tetrapyrrole methyltransferaseFUNC-50919	0	2	0	0
uroporphyrinogen decarboxylaseFUNC-50920	21	32	1	4
uroporphyrinogen decarboxylase HEM12FUNC-50921	3	0	0	2
uroporphyrinogen decarboxylase-likeFUNC-50922	0	1	1	0
uroporphyrinogen decarboxylase, partialFUNC-50923	0	12	0	0
uroporphyrinogen III methyltransferaseFUNC-50924	0	10	0	0
uroporphyrinogen-III C-methyltransferaseFUNC-50925	40	34	12	6
uroporphyrinogen-III C-methyltransferase, partialFUNC-50926	1	3	1	0
uroporphyrinogen-III synthaseFUNC-50927	5	17	0	0
uroporphyrinogen-III synthase HEM4FUNC-50928	7	0	2	7
uroporphyrinogen-III synthase, partialFUNC-50929	0	2	0	0
Usa1pFUNC-50930	13	1	4	10
Use1FUNC-50931	0	0	0	2
USG proteinFUNC-50932	0	1	0	0
Uso1pFUNC-50933	0	0	3	2
UspA domain-containing proteinFUNC-50934	2	0	0	0
Usv1FUNC-50935	1	2	0	1
USV1-like proteinFUNC-50936	0	1	0	0
Usv1pFUNC-50937	13	15	7	20
Uth1FUNC-50938	125	311	12	36
UTH1-like proteinFUNC-50939	5	3	0	4
UTP glucose-1-phosphate uridylyltransferaseFUNC-50940	1	1	6	4
UTP--glucose-1-phosphate uridylyltransferaseFUNC-50941	36	38	3	5
UTP--glucose-1-phosphate uridylyltransferase-likeFUNC-50942	2	0	0	0
UTP--glucose-1-phosphate uridylyltransferase, partialFUNC-50943	3	0	2	0
UTP:RNA uridylyltransferase 1FUNC-50944	10	0	0	0
Utp10FUNC-50945	2	0	3	6
UTP10-like proteinFUNC-50946	0	1	1	0
Utp11FUNC-50947	0	0	1	0
Utp13FUNC-50948	1	2	3	0
UTP13-like proteinFUNC-50949	0	0	4	0
Utp13pFUNC-50950	0	1	9	11
Utp14FUNC-50951	2	0	5	0
UTP14-like proteinFUNC-50952	0	0	2	0
Utp14pFUNC-50953	5	2	11	28
Utp15FUNC-50954	10	0	2	2
UTP15-like proteinFUNC-50955	2	0	2	2
Utp18FUNC-50956	1	0	2	0
UTP18-like proteinFUNC-50957	0	1	0	0
Utp18pFUNC-50958	5	1	4	3
Utp20FUNC-50959	0	0	3	3
UTP20-like proteinFUNC-50960	0	1	1	1
Utp20pFUNC-50961	8	0	18	21
Utp21FUNC-50962	1	1	0	0
UTP21-like proteinFUNC-50963	5	0	0	0
Utp22FUNC-50964	1	0	2	2
Utp25FUNC-50965	0	0	0	1
Utp30pFUNC-50966	0	0	3	3
Utp4FUNC-50967	1	1	0	0
Utp4pFUNC-50968	1	1	5	3
Utp5FUNC-50969	5	0	3	4
UTP5-like proteinFUNC-50970	2	0	1	0
Utp5pFUNC-50971	3	0	11	12
Utp7FUNC-50972	0	0	0	1
Utp7pFUNC-50973	14	3	10	26
UTP8-like proteinFUNC-50974	0	0	0	1
Utp8pFUNC-50975	2	2	2	5
Utp9FUNC-50976	0	0	2	1
Utp9pFUNC-50977	0	0	3	4
Utr1FUNC-50978	0	0	3	3
UTR1-like proteinFUNC-50979	0	0	4	10
Utr2pFUNC-50980	52	0	11	3
Utr5pFUNC-50981	1	4	2	12
UV excision repair protein rhp23-likeFUNC-50982	0	1	0	0
UV radiation resistance-associated gene protein isoform X1FUNC-50983	4	0	0	0
UV-B-induced protein At3g17800, chloroplastic isoform X1FUNC-50984	3	0	0	0
UV-B-induced protein At3g17800, chloroplastic-likeFUNC-50985	2	0	0	0
UV-damaged DNA-binding protein RAD7FUNC-50986	2	0	0	3
UV-stimulated scaffold protein A homologFUNC-50987	4	0	0	0
UvrD-helicase domain-containing proteinFUNC-50988	2	8	0	0
UvrD-helicase domain-containing protein, partialFUNC-50989	0	3	0	0
UvrD/REP helicaseFUNC-50990	2	10	0	0
UxaA family hydrolaseFUNC-50991	1	0	0	0
v-SNARE protein VTI1FUNC-50992	0	0	0	6
V-snare-domain-containing proteinFUNC-50993	0	0	1	0
V-type ATP synthase subunit BFUNC-50994	3	0	0	0
V-type ATP synthase subunit CFUNC-50995	1	1	0	0
V-type ATP synthase subunit EFUNC-50996	0	1	0	0
V-type ATP synthase subunit IFUNC-50997	1	3	0	0
V-type ATP synthase subunit KFUNC-50998	2	0	0	0
V-type ATPaseFUNC-50999	0	0	0	5
V-type ATPase subunit AFUNC-51000	1	0	0	0
V-type ATPase, B subunit, putativeFUNC-51001	0	0	1	0
V-type ATPase, D subunitFUNC-51002	0	1	0	0
V-type ATPase, G subunitFUNC-51003	1	0	1	0
V-type ATPase, V0 complex, 116kDa subunit familyFUNC-51004	0	0	1	0
V-type H+-transporting ATPase 21kDa proteolipid subunitFUNC-51005	0	0	2	1
V-type H+-transporting ATPase subunit aFUNC-51006	0	3	0	0
V-type H+-transporting ATPase subunit AFUNC-51007	4	0	2	0
V-type H+-transporting ATPase subunit DFUNC-51008	2	0	0	0
V-type proton ATPase 116 kDa subunit a-likeFUNC-51009	1	0	0	0
V-type proton ATPase 16 kDa proteolipid subunit 2-likeFUNC-51010	0	1	0	0
V-type proton ATPase 16 kDa proteolipid subunit-likeFUNC-51011	6	17	0	1
V-type proton ATPase catalytic subunit AFUNC-51012	6	1	0	0
V-type proton ATPase catalytic subunit A-likeFUNC-51013	0	0	1	0
V-type proton ATPase proteolipid subunit, variantFUNC-51014	2	0	0	1
V-type proton ATPase subunit a-likeFUNC-51015	0	0	0	1
V-type proton ATPase subunit a1FUNC-51016	1	0	0	0
V-type proton ATPase subunit a3FUNC-51017	3	2	0	0
V-type proton ATPase subunit a3-likeFUNC-51018	2	0	0	0
v-type proton ATPase subunit BFUNC-51019	0	0	1	0
V-type proton ATPase subunit BFUNC-51020	0	0	3	3
V-type proton ATPase subunit B 2-likeFUNC-51021	4	1	0	0
V-type proton ATPase subunit B-likeFUNC-51022	1	0	0	0
V-type proton ATPase subunit B2-likeFUNC-51023	5	0	1	0
V-type proton ATPase subunit CFUNC-51024	3	0	1	0
V-type proton ATPase subunit c''1 isoform X2FUNC-51025	0	3	1	0
V-type proton ATPase subunit c1FUNC-51026	3	0	0	0
V-type proton ATPase subunit c1-likeFUNC-51027	7	2	0	0
V-type proton ATPase subunit c2-likeFUNC-51028	4	4	0	0
V-type proton ATPase subunit dFUNC-51029	1	0	0	0
V-type proton ATPase subunit D-likeFUNC-51030	0	0	0	1
V-type proton ATPase subunit d2-like isoform X3FUNC-51031	1	4	0	0
V-type proton ATPase subunit EFUNC-51032	1	0	0	0
V-type proton ATPase subunit E-likeFUNC-51033	3	3	1	1
V-type proton ATPase subunit FFUNC-51034	0	1	0	0
V-type proton ATPase subunit F-likeFUNC-51035	0	2	1	0
V-type proton ATPase subunit G1-likeFUNC-51036	3	0	0	0
V-type proton ATPase subunit HFUNC-51037	2	0	1	0
V0 complex, c/d subunit of ATPaseFUNC-51038	0	0	0	1
V0/A0 complex, 116-kDa subunit of ATPaseFUNC-51039	1	0	0	1
Vab2pFUNC-51040	1	0	1	1
Vac14FUNC-51041	2	0	1	3
Vac14pFUNC-51042	0	1	0	0
Vac17pFUNC-51043	4	7	0	1
Vac7FUNC-51044	2	0	0	1
Vac7pFUNC-51045	4	2	3	4
Vac8FUNC-51046	27	0	0	3
VAC8-like proteinFUNC-51047	4	1	1	0
VacJ family lipoproteinFUNC-51048	0	0	0	1
vaculolar membrane proteinFUNC-51049	0	0	1	0
vacuolar amino acid transporter 2-likeFUNC-51050	0	1	0	1
vacuolar amino acid transporter 3-likeFUNC-51051	1	0	0	0
vacuolar aminopeptidase 1-likeFUNC-51052	0	0	1	1
vacuolar ATP synthase 16 kDa proteolipid subunitFUNC-51053	1	0	0	0
vacuolar ATP synthase catalytic subunit AFUNC-51054	1	1	1	4
vacuolar ATP synthase proteolipid subunitFUNC-51055	0	0	0	2
vacuolar ATP synthase subunit BFUNC-51056	5	0	5	13
Vacuolar ATP synthase subunit BFUNC-51057	1	1	1	0
vacuolar ATP synthase subunit B (V-ATPase B subunit)FUNC-51058	0	0	1	1
vacuolar ATP synthase subunit CFUNC-51059	0	1	0	1
vacuolar ATP synthase subunit dFUNC-51060	0	0	1	0
vacuolar ATP synthase subunit HFUNC-51061	0	0	2	0
Vacuolar ATPase 98 kDa subunit, putativeFUNC-51062	1	0	0	0
Vacuolar ATPase V1 domain subunit A containing the catalytic nucleotide binding sitesFUNC-51063	5	0	0	0
vacuolar calcium ion transporterFUNC-51064	0	0	0	1
Vacuolar calcium ion transporter h(+) exchangerFUNC-51065	0	0	0	1
vacuolar calcium ion transporter-likeFUNC-51066	1	0	0	0
vacuolar carboxypeptidaseFUNC-51067	2	0	0	0
vacuolar cation/proton exchanger 3-likeFUNC-51068	1	0	0	0
vacuolar cation/proton exchanger 3-like isoform X2FUNC-51069	1	0	0	0
vacuolar fusion protein MON1FUNC-51070	5	1	0	0
vacuolar import and degradation proteinFUNC-51071	3	0	0	0
vacuolar membrane ATPase CFUNC-51072	0	0	1	0
vacuolar membrane protease-likeFUNC-51073	0	0	1	0
vacuolar membrane proteinFUNC-51074	1	0	0	0
Vacuolar membrane protein pep3FUNC-51075	0	1	0	1
Vacuolar membrane-associated protein iml-1FUNC-51076	0	1	0	0
vacuolar morphogenesis protein 6-likeFUNC-51077	1	0	0	0
vacuolar protease AFUNC-51078	2	5	0	2
vacuolar protease A-likeFUNC-51079	0	2	0	0
vacuolar protein 8FUNC-51080	6	0	0	1
Vacuolar protein 8FUNC-51081	0	0	0	1
vacuolar protein 8-likeFUNC-51082	0	0	0	1
vacuolar protein sorting 55 superfamilyFUNC-51083	2	0	0	0
vacuolar protein sorting-associated proteinFUNC-51084	4	0	0	0
vacuolar protein sorting-associated protein 13FUNC-51085	0	1	0	0
vacuolar protein sorting-associated protein 13-likeFUNC-51086	0	0	0	1
vacuolar protein sorting-associated protein 13A/CFUNC-51087	14	2	0	0
Vacuolar protein sorting-associated protein 17FUNC-51088	0	0	0	1
vacuolar protein sorting-associated protein 17-likeFUNC-51089	1	0	0	2
vacuolar protein sorting-associated protein 24 homolog 1 isoform X2FUNC-51090	2	0	0	0
vacuolar protein sorting-associated protein 26FUNC-51091	0	1	0	0
Vacuolar protein sorting-associated protein 26FUNC-51092	0	0	0	1
vacuolar protein sorting-associated protein 26-likeFUNC-51093	0	0	2	0
vacuolar protein sorting-associated protein 26CFUNC-51094	3	0	0	0
vacuolar protein sorting-associated protein 28 homolog 2FUNC-51095	4	2	0	0
Vacuolar protein sorting-associated protein 29FUNC-51096	0	1	0	0
vacuolar protein sorting-associated protein 29-like isoform X2FUNC-51097	3	0	0	0
vacuolar protein sorting-associated protein 32 homolog 2-likeFUNC-51098	3	0	0	1
vacuolar protein sorting-associated protein 35FUNC-51099	3	9	1	0
vacuolar protein sorting-associated protein 35A-likeFUNC-51100	0	0	0	1
vacuolar protein sorting-associated protein 35B-likeFUNC-51101	1	1	0	0
vacuolar protein sorting-associated protein 36FUNC-51102	2	0	0	0
vacuolar protein sorting-associated protein 41FUNC-51103	0	14	0	0
Vacuolar protein sorting-associated protein 41FUNC-51104	0	1	0	0
vacuolar protein sorting-associated protein 41 homologFUNC-51105	0	2	0	0
vacuolar protein sorting-associated protein 45FUNC-51106	3	1	0	1
Vacuolar protein sorting-associated protein 45FUNC-51107	0	0	0	1
vacuolar protein sorting-associated protein 52 AFUNC-51108	1	0	0	1
vacuolar protein sorting-associated protein 52 A-like isoform X1FUNC-51109	1	0	0	0
Vacuolar protein sorting-associated protein 52 BFUNC-51110	1	0	0	0
vacuolar protein sorting-associated protein 53FUNC-51111	8	19	0	0
vacuolar protein sorting-associated protein 53 A isoform X1FUNC-51112	1	0	0	0
vacuolar protein sorting-associated protein 53 A-likeFUNC-51113	1	0	0	0
vacuolar protein sorting-associated protein 54FUNC-51114	4	1	0	0
vacuolar protein sorting-associated protein 55 homologFUNC-51115	2	0	0	0
vacuolar protein sorting-associated protein 60.2-likeFUNC-51116	1	0	0	0
vacuolar protein sorting-associated protein 74-likeFUNC-51117	0	0	0	1
vacuolar protein sorting-associated protein 8FUNC-51118	0	7	0	0
Vacuolar protein sorting-associated protein 9aFUNC-51119	1	0	0	0
vacuolar protein sorting-associated protein vps17FUNC-51120	0	0	1	1
vacuolar protein sorting-associated protein VPS4FUNC-51121	0	0	1	0
vacuolar protein sorting-associated protein Vps5FUNC-51122	1	0	1	0
vacuolar protein sorting-associated protein vps5-likeFUNC-51123	1	0	0	0
vacuolar protein sorting-associated protein VTA1FUNC-51124	2	0	0	0
vacuolar protein sorting/targeting protein 10FUNC-51125	1	0	0	0
vacuolar protein sorting/targeting protein 10-likeFUNC-51126	0	1	0	0
vacuolar protein sortingassociated protein 11, putativeFUNC-51127	0	0	0	1
vacuolar protein-sorting protein BRO1FUNC-51128	1	0	0	0
Vacuolar protein-sorting protein bro1FUNC-51129	0	0	0	1
vacuolar protein-sorting protein bro1-likeFUNC-51130	0	0	0	1
vacuolar protein-sorting-associated protein 25-likeFUNC-51131	0	1	0	0
vacuolar protein-sorting-associated protein 33 homologFUNC-51132	0	8	0	0
vacuolar protein-sorting-associated protein 46-likeFUNC-51133	0	0	0	1
vacuolar proton ATPase, putativeFUNC-51134	1	0	0	0
vacuolar serine proteaseFUNC-51135	2	3	3	3
vacuolar serine protease, partialFUNC-51136	0	1	0	0
vacuolar sorting protein 39 domain 1FUNC-51137	0	1	0	0
vacuolar transporter chaperoneFUNC-51138	16	0	4	14
vacuolar transporter chaperone 2-likeFUNC-51139	0	1	0	1
vacuolar-processing enzyme-likeFUNC-51140	8	2	0	0
vacuolar-sorting protein BRO1FUNC-51141	7	0	0	0
Vacuolar-sorting protein SNF7FUNC-51142	0	5	0	0
vacuolar-sorting protein-like protein snf7FUNC-51143	0	0	1	1
vacuolar-sorting receptor 1-likeFUNC-51144	2	0	0	0
vacuolar-sorting receptor 3-likeFUNC-51145	1	0	0	0
vacuolar-sorting receptor 6FUNC-51146	0	1	0	1
vacuolar-sorting receptor 6-likeFUNC-51147	0	1	0	0
valine--tRNA ligaseFUNC-51148	189	122	17	16
valine--tRNA ligase, chloroplastic/mitochondrial 2-like isoform X1FUNC-51149	0	0	0	1
Valine--tRNA ligase, mitochondrialFUNC-51150	1	0	0	1
valine--tRNA ligase, partialFUNC-51151	39	25	2	1
valyl-tRNA synthase, partialFUNC-51152	0	4	0	0
valyl-tRNA synthetaseFUNC-51153	0	1	0	0
Vam10pFUNC-51154	0	0	1	0
Vam6pFUNC-51155	0	0	1	1
Vam7pFUNC-51156	0	0	0	12
VAMP-like protein YKT61FUNC-51157	3	0	0	1
Van1FUNC-51158	0	0	1	0
VAN1-like proteinFUNC-51159	0	0	3	1
Van1pFUNC-51160	1	0	5	11
VAN3-binding protein-likeFUNC-51161	2	0	0	0
vancomycin resistance proteinFUNC-51162	0	1	0	0
vanomycin resistance protein VanBFUNC-51163	3	0	0	0
VanZ domain proteinFUNC-51164	0	2	0	0
VanZ family proteinFUNC-51165	13	7	0	0
VanZ family protein, partialFUNC-51166	1	0	0	0
Vas1FUNC-51167	25	10	4	16
VAS1-like proteinFUNC-51168	1	2	1	3
vascular-related unknown protein 4FUNC-51169	1	0	0	0
vault protein inter-alpha-trypsinFUNC-51170	0	0	0	1
Vba1FUNC-51171	1	0	1	1
VBA1-like proteinFUNC-51172	0	3	2	6
Vba1pFUNC-51173	4	11	4	46
Vba2pFUNC-51174	0	1	0	0
Vba4FUNC-51175	3	9	1	57
Vba4pFUNC-51176	27	1	13	14
Vba5FUNC-51177	0	0	0	3
Vcx1FUNC-51178	40	26	9	24
VCX1-like proteinFUNC-51179	0	16	1	3
Vcx1pFUNC-51180	0	1	0	3
vegetative cell wall protein gp1-likeFUNC-51181	3	0	0	0
vegetative incompatibility protein HET-E-1-likeFUNC-51182	0	0	1	0
Vegetative incompatibility protein HET-E-1, partialFUNC-51183	1	0	0	0
Vel1FUNC-51184	1	0	0	0
Versicolorin B synthaseFUNC-51185	0	0	1	0
very short patch repair endonucleaseFUNC-51186	3	2	1	0
very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PASTICCINO 2AFUNC-51187	0	2	0	0
very-long-chain aldehyde decarbonylase CER3FUNC-51188	2	0	0	0
vesicle transport protein SEC22FUNC-51189	0	3	0	0
vesicle transport protein SFT2B isoform X1FUNC-51190	2	1	0	0
vesicle transport v-snare proteinFUNC-51191	0	0	0	1
vesicle transport v-snare protein VTI1FUNC-51192	0	0	1	1
vesicle-associated membrane protein 711FUNC-51193	1	0	0	0
vesicle-associated membrane protein 714FUNC-51194	6	0	0	0
vesicle-associated membrane protein 721FUNC-51195	3	0	0	0
