	control.B5	control.B6	experimental.B11	experimental.B12
RPS4B-like proteinFUNC-31699	14	2	11	0
Rps5FUNC-31700	3	0	5	0
RPS5-like proteinFUNC-31701	7	0	6	0
RPS6 protein kinaseFUNC-31702	0	1	0	0
Rps6aFUNC-31703	10	0	5	0
RPS6A-like proteinFUNC-31704	33	0	8	0
Rps7aFUNC-31705	5	0	3	0
RPS7A-like proteinFUNC-31706	0	0	2	0
Rps7bFUNC-31707	1	0	0	0
Rps8aFUNC-31708	9	0	2	0
RPS8A-like proteinFUNC-31709	29	4	10	0
Rps9aFUNC-31710	18	2	5	0
Rpt1FUNC-31711	17	1	13	0
RPT1-like proteinFUNC-31712	0	0	1	0
Rpt2FUNC-31713	31	7	24	1
RPT2-like proteinFUNC-31714	11	2	15	0
Rpt3FUNC-31715	4	0	0	0
RPT3-like proteinFUNC-31716	86	3	38	0
Rpt4FUNC-31717	24	3	22	0
RPT4-like proteinFUNC-31718	3	0	4	0
Rpt5FUNC-31719	6	0	2	0
RPT5-like proteinFUNC-31720	52	1	11	0
Rpt6FUNC-31721	4	0	3	0
RPT6-like proteinFUNC-31722	106	10	69	0
Rqc1FUNC-31723	0	1	3	0
Rqc1pFUNC-31724	28	8	6	0
Rqc2FUNC-31725	4	0	0	0
Rqc2pFUNC-31726	6	1	19	0
Rqt4pFUNC-31727	10	0	3	0
Rrd1FUNC-31728	10	0	8	0
Rrd2FUNC-31729	1	0	0	0
Rrf1pFUNC-31730	1	0	2	0
Rrf2 family transcriptional regulatorFUNC-31731	3	12	0	0
Rrf2 family transcriptional regulator, partialFUNC-31732	2	0	0	0
Rrg1pFUNC-31733	5	1	2	0
Rrg8pFUNC-31734	3	0	3	0
Rrg9FUNC-31735	1	0	0	0
Rrg9pFUNC-31736	10	3	6	0
Rri2FUNC-31737	1	0	0	0
Rri2pFUNC-31738	1	0	2	0
RRM_1-domain-containing proteinFUNC-31739	0	1	1	0
Rrm3FUNC-31740	7	3	2	0
Rrn10FUNC-31741	10	5	4	0
RRN10-like proteinFUNC-31742	0	0	1	0
Rrn10pFUNC-31743	4	2	0	0
Rrn11pFUNC-31744	2	0	0	0
Rrn3FUNC-31745	4	0	1	0
RRN3-like proteinFUNC-31746	2	0	0	0
Rrn5FUNC-31747	21	1	10	0
Rrn5pFUNC-31748	65	13	43	1
Rrn6pFUNC-31749	24	5	11	0
Rrn7pFUNC-31750	11	8	6	2
Rrn9pFUNC-31751	17	0	8	0
rRNA (cytosine-C5-)-methyltransferase NOP2FUNC-31752	4	0	3	0
rRNA (cytosine-C5-)-methyltransferase RCM1FUNC-31753	20	2	18	0
rRNA (guanine-N1)-methyltransferaseFUNC-31754	0	1	0	0
rRNA (guanine-N2)-methyltransferaseFUNC-31755	0	0	0	5
rRNA 2'-O-methyltransferase fibrillarinFUNC-31756	0	0	1	0
rRNA adenine dimethylaseFUNC-31757	0	1	0	0
rRNA adenine dimethylase, partialFUNC-31758	2	0	3	0
rRNA adenine N-6-methyltransferaseFUNC-31759	0	2	0	0
rRNA biogenesis protein RRP5FUNC-31760	0	6	0	0
rRNA biogenesis protein RRP5 isoform X1FUNC-31761	1	0	0	0
rRNA cytosine-C5-methylaseFUNC-31762	0	1	0	0
rRNA cytosine-C5-methyltransferaseFUNC-31763	1	0	0	0
rRNA large subunit methyltransferase IFUNC-31764	1	2	0	0
rRNA large subunit pseudouridine synthase EFUNC-31765	0	0	0	1
rRNA maturation RNase YbeYFUNC-31766	2	16	0	21
rRNA methylaseFUNC-31767	0	3	0	0
rRNA methylase, partialFUNC-31768	0	2	0	0
rRNA methyltransferaseFUNC-31769	7	19	0	1
rRNA methyltransferase NOP1FUNC-31770	16	0	5	0
rRNA methyltransferase, partialFUNC-31771	0	3	0	0
rRNA processing protein RRP15FUNC-31772	0	12	0	0
rRNA pseudouridine synthaseFUNC-31773	3	27	0	4
rRNA pseudouridine synthase, partialFUNC-31774	0	5	0	3
rRNA-binding endoribonucleaseFUNC-31775	15	6	18	0
rRNA-binding ribosome biosynthesis proteinFUNC-31776	15	0	9	0
rRNA-binding ribosome biosynthesis protein NOP15FUNC-31777	18	3	7	0
rRNA-binding ribosome biosynthesis protein RPF2FUNC-31778	9	0	4	0
rRNA-binding ribosome biosynthesis protein UTP23FUNC-31779	4	0	1	0
rRNA-binding ribosome biosynthesis protein UTP25FUNC-31780	4	0	0	0
rRNA-processing arch domain-containing proteinFUNC-31781	1	0	0	0
rRNA-processing endoribonucleaseFUNC-31782	11	1	8	0
rRNA-processing proteinFUNC-31783	2	0	0	0
rRNA-processing protein BFR2FUNC-31784	8	1	1	0
rRNA-processing protein EBP2FUNC-31785	0	1	0	0
rRNA-processing protein LAS1FUNC-31786	13	3	8	0
rRNA-processing protein MPP10FUNC-31787	18	4	27	0
rRNA-processing protein PWP1FUNC-31788	9	0	1	0
rRNA-processing protein RRP36FUNC-31789	2	2	0	0
rRNA-processing protein SAS10FUNC-31790	6	1	14	0
rRNA-processing protein SOF1FUNC-31791	10	0	3	0
rRNA-processing protein UTP11FUNC-31792	5	0	3	0
rRNA-processing protein UTP21FUNC-31793	8	0	6	0
rRNA-processing protein UTP22FUNC-31794	13	2	2	0
rRNA-processing protein-like protein FCF1FUNC-31795	0	0	0	2
Rrp14FUNC-31796	1	0	7	0
Rrp15pFUNC-31797	0	0	4	0
Rrp17FUNC-31798	0	0	2	0
RRP17-like proteinFUNC-31799	0	0	2	0
Rrp17pFUNC-31800	0	0	4	0
Rrp1pFUNC-31801	2	0	0	0
Rrp3FUNC-31802	4	0	4	0
Rrp4FUNC-31803	29	4	10	0
Rrp40FUNC-31804	2	0	0	0
Rrp43FUNC-31805	2	0	0	0
Rrp45FUNC-31806	4	0	1	0
RRP45-like proteinFUNC-31807	0	0	1	0
Rrp46FUNC-31808	1	0	0	0
Rrp5FUNC-31809	1	0	1	0
Rrp5pFUNC-31810	30	5	8	0
Rrp7FUNC-31811	0	0	2	0
RRP7-like proteinFUNC-31812	0	0	1	0
Rrp7pFUNC-31813	54	4	56	0
Rrp9FUNC-31814	1	0	2	0
Rrp9pFUNC-31815	1	0	2	0
Rrs1FUNC-31816	0	0	2	0
Rrs1pFUNC-31817	11	0	10	0
Rrt12FUNC-31818	3	0	0	0
Rrt12pFUNC-31819	7	0	1	0
Rrt13pFUNC-31820	2	1	6	0
Rrt14pFUNC-31821	0	0	4	0
Rrt1pFUNC-31822	33	10	23	0
Rrt5FUNC-31823	0	0	1	0
Rrt5pFUNC-31824	3	0	2	0
Rrt6pFUNC-31825	24	0	11	0
Rrt7pFUNC-31826	3	0	0	0
Rrt8FUNC-31827	26	8	14	1
Rrt8pFUNC-31828	18	3	3	0
Rsa3pFUNC-31829	1	0	0	0
Rsa4FUNC-31830	1	1	0	0
Rsb1FUNC-31831	21	8	9	0
RSB1-like proteinFUNC-31832	0	0	2	0
RSC chromatin remodeling complex ATPase subunit STH1FUNC-31833	41	8	60	0
RSC subunit protein RSC1FUNC-31834	8	1	17	0
Rsc1FUNC-31835	1	0	1	0
Rsc2FUNC-31836	1	0	1	0
RSC2-like proteinFUNC-31837	1	2	2	0
Rsc2pFUNC-31838	24	7	14	0
Rsc3FUNC-31839	1	0	1	0
RSC3-like proteinFUNC-31840	3	0	2	0
Rsc30FUNC-31841	5	9	2	0
Rsc30pFUNC-31842	23	4	19	0
Rsc3pFUNC-31843	12	0	3	0
Rsc4pFUNC-31844	12	3	10	0
RSC58-like proteinFUNC-31845	0	0	1	0
Rsc58pFUNC-31846	9	3	4	0
Rsc6FUNC-31847	1	0	1	0
Rsc6pFUNC-31848	32	1	12	0
Rsc8FUNC-31849	4	0	2	0
RSC8-like proteinFUNC-31850	9	0	2	0
Rsc8pFUNC-31851	18	10	11	0
Rsc9FUNC-31852	13	1	9	0
RSC9-like proteinFUNC-31853	4	0	2	0
Rsc9pFUNC-31854	44	4	12	0
Rsd/AlgQ family anti-sigma factorFUNC-31855	3	2	0	0
Rsf1pFUNC-31856	21	5	20	0
Rsf2FUNC-31857	3	2	0	0
Rsf2pFUNC-31858	107	19	111	3
RsfA family transcriptional regulatorFUNC-31859	0	5	0	0
Rsm10FUNC-31860	1	0	1	0
RSM10-like proteinFUNC-31861	2	0	1	0
Rsm19FUNC-31862	11	0	7	0
RSM19-like proteinFUNC-31863	1	0	1	0
Rsm25FUNC-31864	1	0	0	0
RSM25-like proteinFUNC-31865	2	0	0	0
Rsm28FUNC-31866	0	1	1	0
RsmB/NOP family class I SAM-dependent RNA methyltransferaseFUNC-31867	0	2	0	3
RsmD family RNA methyltransferaseFUNC-31868	1	8	1	0
Rsn1FUNC-31869	7	0	8	0
Rsn1pFUNC-31870	23	1	21	0
Rso55pFUNC-31871	1	0	0	0
Rsp5FUNC-31872	36	5	26	0
RSP5-like proteinFUNC-31873	105	5	39	0
Rsr1FUNC-31874	2	0	2	0
Rta1pFUNC-31875	10	2	4	0
Rtc1pFUNC-31876	32	3	33	0
Rtc2FUNC-31877	9	0	9	0
Rtc3FUNC-31878	12	0	35	0
Rtc3pFUNC-31879	130	8	93	0
Rtc4pFUNC-31880	3	0	2	0
Rtc5FUNC-31881	6	1	0	0
Rtc5pFUNC-31882	11	4	5	0
RtcB family proteinFUNC-31883	1	13	0	2
Rtf1FUNC-31884	4	1	3	0
Rtf1pFUNC-31885	9	0	10	0
Rtg1FUNC-31886	7	0	7	0
Rtg1pFUNC-31887	5	0	8	0
Rtg2FUNC-31888	15	4	4	0
Rtg2pFUNC-31889	22	0	28	0
Rtg3FUNC-31890	1	0	4	0
Rtg3pFUNC-31891	3	0	5	0
Rtk1FUNC-31892	3	3	9	0
RTK1-like proteinFUNC-31893	2	0	3	0
Rtn1FUNC-31894	5	0	3	0
RTN1-like proteinFUNC-31895	16	1	16	0
Rtn1pFUNC-31896	7	0	6	0
Rtn2FUNC-31897	0	0	2	0
Rtn2pFUNC-31898	129	3	83	0
Rtp1pFUNC-31899	33	8	19	0
Rts1FUNC-31900	0	0	3	0
RTS1-like proteinFUNC-31901	4	1	2	0
Rts2pFUNC-31902	13	0	4	0
Rts3FUNC-31903	17	0	52	0
Rts3pFUNC-31904	123	21	131	0
Rtt102pFUNC-31905	5	0	11	0
Rtt103FUNC-31906	0	0	1	0
Rtt103pFUNC-31907	0	0	4	0
Rtt105pFUNC-31908	28	7	15	0
Rtt106FUNC-31909	1	0	0	0
Rtt106pFUNC-31910	14	0	3	0
Rtt107pFUNC-31911	1	0	0	0
Rtt10pFUNC-31912	7	0	6	0
RTX toxinFUNC-31913	0	4	0	0
RTX toxins and related Ca2+-binding proteinFUNC-31914	0	1	0	0
rubredoxinFUNC-31915	1	16	1	0
rubredoxin-NAD(+) reductaseFUNC-31916	2	0	0	0
rubrerythrinFUNC-31917	5	11	0	0
rubrerythrin family proteinFUNC-31918	3	6	0	0
rubrerythrin family protein, partialFUNC-31919	0	3	0	0
rubrerythrin-like domain-containing proteinFUNC-31920	1	0	0	0
Rud3pFUNC-31921	0	0	2	0
Rup1FUNC-31922	0	0	5	0
RUP1-like proteinFUNC-31923	1	0	2	0
Rup1pFUNC-31924	141	28	113	0
RusA family crossover junction endodeoxyribonucleaseFUNC-31925	0	7	0	1
rust resistance kinase Lr10-likeFUNC-31926	0	1	0	0
RutC family proteinFUNC-31927	1	1	0	0
RuvB family ATP-dependent DNA helicase pontinFUNC-31928	21	1	11	0
RuvB-like helicase 2FUNC-31929	1	0	0	0
ruvB-like protein 1FUNC-31930	1	0	0	0
Rvb1FUNC-31931	12	0	7	0
RVB1-like proteinFUNC-31932	21	2	14	0
Rvb2FUNC-31933	5	0	2	0
RVB2-like proteinFUNC-31934	0	0	2	0
Rvs161FUNC-31935	20	0	24	0
RVS161-like proteinFUNC-31936	7	3	14	0
Rvs167FUNC-31937	41	3	70	0
RVS167-like proteinFUNC-31938	3	0	0	0
Rxt2pFUNC-31939	8	2	15	0
Rxt3pFUNC-31940	4	0	11	0
S TKcFUNC-31941	0	1	0	0
S-(hydroxymethyl)glutathione dehydrogenaseFUNC-31942	1	8	3	1
S-(hydroxymethyl)glutathione dehydrogenase, partialFUNC-31943	2	5	0	0
S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenaseFUNC-31944	4	53	1	1
S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase, partialFUNC-31945	0	9	0	1
S-(hydroxymethyl)glutathione synthaseFUNC-31946	0	1	0	0
S-(hydroxymethyl)mycothiol dehydrogenaseFUNC-31947	3	17	0	10
S-(hydroxymethyl)mycothiol dehydrogenase, partialFUNC-31948	1	0	0	0
S-adenosyl-L-homocysteine hydrolaseFUNC-31949	4	3	2	0
S-adenosyl-L-homocysteine hydrolase-like proteinFUNC-31950	1	0	0	0
S-adenosyl-L-methionine-dependent methyltransferaseFUNC-31951	11	4	3	6
S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthaseFUNC-31952	1	0	0	0
S-adenosylmethionine decarboxylaseFUNC-31953	1	0	0	0
S-adenosylmethionine decarboxylase proenzymeFUNC-31954	5	3	1	0
S-adenosylmethionine decarboxylase proenzyme-likeFUNC-31955	1	0	0	0
S-adenosylmethionine decarboxylase, partialFUNC-31956	0	0	0	2
S-adenosylmethionine synthaseFUNC-31957	1	0	1	0
S-adenosylmethionine synthase 2FUNC-31958	1	0	0	0
S-adenosylmethionine synthase 4FUNC-31959	0	0	1	0
S-adenosylmethionine synthase 5FUNC-31960	0	0	2	0
s-adenosylmethionine synthetaseFUNC-31961	0	1	1	0
S-adenosylmethionine synthetaseFUNC-31962	2	3	1	0
S-adenosylmethionine--2-demethylmenaquinone methyltransferaseFUNC-31963	0	9	0	0
S-adenosylmethionine-binding proteinFUNC-31964	0	2	0	2
S-adenosylmethionine-dependent methyltransferaseFUNC-31965	180	17	140	0
S-adenosylmethionine-homocysteine S-methyltransferase MHT1FUNC-31966	7	0	3	0
S-adenosylmethionine-homocysteine S-methyltransferase SAM4FUNC-31967	6	0	5	0
S-adenosylmethionine:tRNA ribosyltransferase-isomeraseFUNC-31968	0	32	0	2
S-adenosylmethionine:tRNA ribosyltransferase-isomerase, partialFUNC-31969	0	2	0	0
S-formylglutathione hydrolaseFUNC-31970	52	12	33	1
S-formylglutathione hydrolase-likeFUNC-31971	1	1	0	0
S-formylglutathione hydrolase, partialFUNC-31972	0	1	0	0
S-glutathionyl-(chloro)hydroquinone reductaseFUNC-31973	65	5	72	1
S-layer domain-containing proteinFUNC-31974	0	6	0	0
S-layer glycoprotein N-glycosyltransferase AglJFUNC-31975	0	2	0	0
S-layer proteinFUNC-31976	6	4	0	2
S-layer-like domain-containing proteinFUNC-31977	0	1	0	0
S-methyl-5-thioadenosine phosphorylaseFUNC-31978	13	1	6	0
S-methyl-5-thioribose kinaseFUNC-31979	0	7	0	0
S-methyl-5-thioribose-1-phosphate isomeraseFUNC-31980	0	26	0	2
S-methyl-5-thioribose-1-phosphate isomerase MRI1FUNC-31981	9	0	1	2
S-methyl-5-thioribose-1-phosphate isomerase, partialFUNC-31982	0	8	0	0
S-methylmethionine permease MMP1FUNC-31983	5	7	3	1
S-nitrosoglutathione reductaseFUNC-31984	0	2	0	0
S-phase kinase-associated protein 1FUNC-31985	0	13	0	0
S-ribosylhomocysteinase, partialFUNC-31986	0	2	0	0
S-ribosylhomocysteine lyaseFUNC-31987	5	9	1	0
S-ribosylhomocysteine lyase, partialFUNC-31988	0	1	0	0
S1 family peptidaseFUNC-31989	0	9	0	0
S1 RNA binding domain containing proteinFUNC-31990	1	0	0	0
S1 RNA-binding domain protein, partialFUNC-31991	6	54	3	0
S13-like H2THFUNC-31992	2	0	1	0
S25 ribosomal proteinFUNC-31993	1	0	0	0
S26 family signal peptidaseFUNC-31994	5	37	0	0
S2P endopeptidaseFUNC-31995	0	2	0	0
S49 family peptidaseFUNC-31996	4	26	0	0
S8 family serine peptidaseFUNC-31997	0	5	0	7
S9 family peptidaseFUNC-31998	30	148	2	30
S9 family peptidase, partialFUNC-31999	2	8	0	0
Sac1FUNC-32000	12	0	0	0
SAC3 GANP domain proteinFUNC-32001	0	4	0	0
SAC3/GANP/Nin1/mts3/eIF-3 p25 family-domain-containing proteinFUNC-32002	1	2	0	0
Sac3pFUNC-32003	7	0	6	0
Sac6FUNC-32004	52	0	47	0
SAC6-like proteinFUNC-32005	31	0	19	0
Sac7FUNC-32006	6	2	2	0
SAC7-like proteinFUNC-32007	2	0	0	0
saccharopepsinFUNC-32008	0	2	0	0
saccharopine dehydrogenaseFUNC-32009	15	36	0	40
Saccharopine dehydrogenaseFUNC-32010	0	2	0	0
saccharopine dehydrogenase (NAD+, L-lysine forming)FUNC-32011	1	0	0	0
saccharopine dehydrogenase (NAD+, L-lysine-forming)FUNC-32012	12	3	5	0
saccharopine dehydrogenase (NADP+, L-glutamate-forming)FUNC-32013	3	0	1	0
SacI homology domain-containing proteinFUNC-32014	1	0	1	0
Sad1 UNC domain proteinFUNC-32015	3	0	0	0
Sadenosyl-L-homocysteine hydrolase, putativeFUNC-32016	0	1	0	0
SAF domain proteinFUNC-32017	0	4	0	0
SAF domain-containing proteinFUNC-32018	0	7	0	0
Saf1FUNC-32019	1	0	5	1
Sag1pFUNC-32020	9	3	4	0
SAGA complex subunit SPT8FUNC-32021	78	8	81	0
SAGA histone acetyltransferase complex subunit SGF11FUNC-32022	25	9	11	0
SAGA histone acetyltransferase complex subunit SPT7FUNC-32023	15	0	6	0
SAGA-associated factor 29FUNC-32024	1	0	0	0
SAGA-associated factor 73FUNC-32025	0	4	0	0
SagB-type dehydrogenaseFUNC-32026	0	7	0	0
SagB/ThcOx family dehydrogenaseFUNC-32027	0	0	1	1
SagD family bacteriocin biosynthesis docking scaffoldFUNC-32028	1	0	0	0
Sah1FUNC-32029	55	20	44	0
SAH1-like proteinFUNC-32030	10	1	5	0
SAICAR synthase-like proteinFUNC-32031	0	9	0	0
SAICAR synthase-like protein, partialFUNC-32032	0	1	0	0
Sak1FUNC-32033	1	0	2	0
Sal1FUNC-32034	1	0	1	0
salicylaldehyde dehydrogenaseFUNC-32035	0	12	0	0
Salicylate biosynthesis protein pchBFUNC-32036	0	1	0	0
salicylate hydroxylaseFUNC-32037	2	16	0	6
salicylyl-CoA 5-hydroxylaseFUNC-32038	2	0	0	1
salicylyl-CoA 5-hydroxylase, partialFUNC-32039	0	0	1	0
salt homeostasis regulatorFUNC-32040	26	25	32	1
SAM complex subunit SAM35FUNC-32041	95	12	52	0
SAM complex subunit SAM37FUNC-32042	3	0	2	0
SAM complex subunit SAM50FUNC-32043	7	0	3	0
SAM-dependent DNA methyltransferaseFUNC-32044	6	162	0	14
SAM-dependent methyltransferaseFUNC-32045	60	400	11	74
SAM-dependent methyltransferase, partialFUNC-32046	5	13	0	2
Sam1FUNC-32047	4	1	2	0
Sam2FUNC-32048	15	1	1	0
SAM2-like proteinFUNC-32049	0	0	1	0
Sam3FUNC-32050	37	10	86	1
SAM37-like proteinFUNC-32051	0	0	1	0
Sam4FUNC-32052	1	1	0	0
SAM50-like protein SPAC17C9.06FUNC-32053	1	0	0	0
San1FUNC-32054	2	2	1	0
SAN1-like proteinFUNC-32055	4	1	4	0
Sap1FUNC-32056	1	0	6	0
SAP1-like proteinFUNC-32057	2	0	6	0
Sap155FUNC-32058	41	2	27	1
SAP155-like proteinFUNC-32059	4	0	11	0
Sap155pFUNC-32060	124	15	144	0
Sap185FUNC-32061	2	0	1	0
Sap185pFUNC-32062	11	0	17	0
Sap190FUNC-32063	3	0	1	0
Sap190pFUNC-32064	18	0	9	0
Sap4pFUNC-32065	12	1	9	0
Sar family guanine nucleotide exchange factor SEC12FUNC-32066	2	0	2	0
Sar1FUNC-32067	30	1	23	0
sarcosine dehydrogenaseFUNC-32068	0	1	0	0
sarcosine oxidase subunit alpha family proteinFUNC-32069	1	10	0	8
sarcosine oxidase subunit beta family proteinFUNC-32070	1	21	0	9
sarcosine oxidase subunit beta family protein, partialFUNC-32071	0	1	0	0
sarcosine oxidase subunit delta family proteinFUNC-32072	2	0	0	0
sarcosine oxidase subunit gammaFUNC-32073	0	0	0	3
sarcosine oxidase subunit gamma family proteinFUNC-32074	0	9	0	0
SARP family transcriptional regulatorFUNC-32075	1	7	0	0
SART-1 family protein DOT2-like isoform X1FUNC-32076	0	0	1	0
SAS complex, SAS5 subunit/transcription initiation factor IID, subunit 14FUNC-32077	0	0	0	1
Sas10FUNC-32078	1	0	0	0
Sas2FUNC-32079	4	0	3	0
Sas4pFUNC-32080	1	0	2	0
Sas5pFUNC-32081	15	0	15	0
Sat4FUNC-32082	27	1	23	0
SAT4-like proteinFUNC-32083	0	0	1	0
SatD family proteinFUNC-32084	0	0	0	9
Sbe2FUNC-32085	2	0	0	0
Sbe22FUNC-32086	1	0	0	0
Sbe22pFUNC-32087	51	2	42	0
Sbe2pFUNC-32088	17	0	20	1
SBF complex DNA-binding subunit SWI4FUNC-32089	6	0	7	0
SBH1-like proteinFUNC-32090	2	1	5	0
Sbp1FUNC-32091	24	0	23	0
Sbp1pFUNC-32092	128	4	94	0
scaffold protein involved in the formation of early endocytic sitesFUNC-32093	0	2	0	0
scaffolding protein D, partialFUNC-32094	0	5	0	0
scarecrow-like protein 33FUNC-32095	1	0	0	0
Scc4FUNC-32096	2	0	0	0
Scd5FUNC-32097	2	0	0	0
Scd5pFUNC-32098	76	146	22	14
Scd6FUNC-32099	1	0	0	0
SCD6-like proteinFUNC-32100	0	0	2	0
Scd6pFUNC-32101	11	4	11	0
SCF E2 ubiquitin-protein ligase catalytic subunit CDC34FUNC-32102	53	9	60	0
SCF ubiquitin ligase complex subunit CDC4FUNC-32103	20	16	13	0
SCF ubiquitin ligase complex subunit DAS1FUNC-32104	15	3	9	0
SCF ubiquitin ligase complex subunit GRR1FUNC-32105	9	0	7	0
SCF ubiquitin ligase complex subunit HRT1FUNC-32106	74	5	48	2
SCF ubiquitin ligase complex subunit HRT3FUNC-32107	41	2	18	0
SCF ubiquitin ligase complex subunit MDM30FUNC-32108	12	0	15	0
SCF ubiquitin ligase complex subunit SAF1FUNC-32109	33	12	20	0
SCF ubiquitin ligase complex subunit UFO1FUNC-32110	53	7	58	0
SCF ubiquitin ligase subunit SKP1FUNC-32111	73	14	37	0
Sch9FUNC-32112	8	9	21	1
SCH9-like proteinFUNC-32113	11	12	2	1
Scj1FUNC-32114	1	0	0	0
Scj1pFUNC-32115	28	0	34	0
Scl1FUNC-32116	8	2	13	0
SCL1-like proteinFUNC-32117	3	5	1	0
Scm3pFUNC-32118	8	0	16	0
Scm4FUNC-32119	2	0	1	0
Scm4pFUNC-32120	8	2	2	0
SCO family proteinFUNC-32121	4	41	1	4
Sco2FUNC-32122	11	1	2	0
SCP-2 family sterol carrier proteinFUNC-32123	0	1	0	0
Scp1FUNC-32124	1	0	1	0
Scp160FUNC-32125	1	0	0	0
Scp160pFUNC-32126	7	0	4	0
Scp1pFUNC-32127	26	2	23	0
SCPU domain-containing proteinFUNC-32128	1	8	1	3
scramblaseFUNC-32129	1	3	0	0
scramblase family proteinFUNC-32130	0	2	0	0
Scs2FUNC-32131	22	4	13	0
SCS2-like proteinFUNC-32132	18	8	11	0
Scs3FUNC-32133	14	4	30	0
Scs3pFUNC-32134	559	208	526	8
Scs7FUNC-32135	711	212	675	9
SCS7-like proteinFUNC-32136	8	4	34	0
Sct1FUNC-32137	28	2	15	0
SCUTL2 precursorFUNC-32138	1	0	0	0
Scw10FUNC-32139	0	0	1	0
SCW10-like proteinFUNC-32140	16	6	9	0
Scw11FUNC-32141	0	0	0	1
Scw4FUNC-32142	53	12	41	1
SCW4-like proteinFUNC-32143	1	0	1	0
Scy1FUNC-32144	1	0	0	0
SCY1-like protein 2FUNC-32145	1	0	0	0
Scy1pFUNC-32146	204	73	95	0
Scytalone dehydratase complexed with tight-binding inhibitor CarpropamidFUNC-32147	1	1	0	0
Sda1FUNC-32148	9	2	1	0
Sda1pFUNC-32149	3	0	1	0
Sdc1pFUNC-32150	0	0	2	0
Sdd1pFUNC-32151	1	0	1	0
Sdd2pFUNC-32152	8	0	12	0
Sdd3pFUNC-32153	27	16	13	0
Sdd4pFUNC-32154	14	4	8	0
SDE2 telomere maintenanceFUNC-32155	1	0	0	0
Sdh1FUNC-32156	630	180	308	6
SDH1-like proteinFUNC-32157	28	10	29	0
Sdh2FUNC-32158	148	25	80	0
SDH2-like proteinFUNC-32159	9	1	9	0
Sdh3FUNC-32160	8	0	3	0
Sdh4FUNC-32161	8	0	4	0
Sdh4 (mitochondrion)FUNC-32162	2	0	0	0
SDH4-like proteinFUNC-32163	2	0	4	0
Sdh6pFUNC-32164	4	0	4	0
Sdh7pFUNC-32165	7	0	4	0
Sdh8pFUNC-32166	19	3	33	0
SDR family mycofactocin-dependent oxidoreductaseFUNC-32167	1	0	0	1
SDR family NAD(P)-dependent oxidoreductaseFUNC-32168	1	0	0	1
SDR family oxidoreductaseFUNC-32169	10	75	8	51
SDR family oxidoreductase, partialFUNC-32170	0	1	0	0
SDS hydrolase SdsA1FUNC-32171	1	0	0	0
Sds23FUNC-32172	7	0	0	0
SDS23-like proteinFUNC-32173	0	0	1	0
Sds23pFUNC-32174	11	9	7	2
Sds24FUNC-32175	2	1	8	0
SDS24-like proteinFUNC-32176	2	1	4	0
Sds24pFUNC-32177	223	18	139	1
Sds3FUNC-32178	3	1	5	0
Sds3-like proteinFUNC-32179	2	4	0	0
SDS3-like proteinFUNC-32180	0	2	0	0
Sds3pFUNC-32181	4	0	4	0
Sea24FUNC-32182	0	2	0	0
Sea4FUNC-32183	3	0	4	0
SEA4-like proteinFUNC-32184	4	0	0	0
Sea4pFUNC-32185	26	5	3	0
SEC-C motif domain proteinFUNC-32186	0	1	0	0
SEC-C motif family proteinFUNC-32187	1	2	0	1
Sec-independent protein translocase TatBFUNC-32188	0	1	0	0
sec-independent translocaseFUNC-32189	0	9	0	0
sec-independent translocation protein mttA/Hcf106FUNC-32190	0	6	0	0
Sec1FUNC-32191	4	0	0	0
Sec1 family domain protein 1FUNC-32192	0	6	0	1
Sec1 family superfamilyFUNC-32193	0	1	0	0
SEC10-like proteinFUNC-32194	1	0	0	0
Sec11FUNC-32195	0	0	2	0
Sec12FUNC-32196	2	0	0	0
Sec13FUNC-32197	4	0	0	0
SEC13-like proteinFUNC-32198	9	1	22	0
Sec14FUNC-32199	0	0	3	0
sec14 cytosolic factor-likeFUNC-32200	1	0	1	0
SEC14 cytosolic factor-likeFUNC-32201	1	2	0	0
SEC14 cytosolic factor-like, partialFUNC-32202	1	0	0	0
SEC14-like proteinFUNC-32203	1	0	0	0
Sec16FUNC-32204	1	4	1	0
SEC16-like proteinFUNC-32205	1	0	2	0
Sec16pFUNC-32206	84	10	65	4
Sec17FUNC-32207	21	1	12	0
SEC17-like proteinFUNC-32208	0	0	4	0
Sec17pFUNC-32209	62	1	45	0
Sec18FUNC-32210	5	0	2	0
SEC18-like proteinFUNC-32211	3	0	0	0
Sec1pFUNC-32212	9	0	1	0
Sec2FUNC-32213	6	0	1	0
Sec20FUNC-32214	1	0	5	0
Sec20pFUNC-32215	14	4	6	0
Sec21FUNC-32216	30	1	10	0
SEC21-like proteinFUNC-32217	14	1	12	0
Sec22FUNC-32218	5	0	1	0
SEC22-like proteinFUNC-32219	0	0	1	0
Sec23FUNC-32220	43	2	16	0
SEC23-like proteinFUNC-32221	25	0	12	0
Sec24FUNC-32222	26	5	10	0
SEC24-like proteinFUNC-32223	4	0	6	0
Sec26FUNC-32224	7	0	2	0
SEC26-like proteinFUNC-32225	2	0	1	0
Sec27FUNC-32226	2	0	3	0
SEC27-like proteinFUNC-32227	6	0	4	0
Sec3FUNC-32228	2	0	2	0
Sec31FUNC-32229	11	3	7	0
