	control.B5	control.B6	experimental.B11	experimental.B12
3-dehydroquinate synthaseFUNC-371	9	119	1	4
3-dehydroquinate synthase IIFUNC-372	0	0	0	2
3-dehydroquinate synthase II family proteinFUNC-373	0	0	0	4
3-dehydroquinate synthase, chloroplasticFUNC-374	3	0	0	0
3-dehydroquinate synthase, partialFUNC-375	1	4	0	0
3-dehydroshikimate dehydrataseFUNC-376	6	4	0	0
3-dehydroshikimate dehydratase, partialFUNC-377	0	0	0	1
3-dehydrosphinganine reductaseFUNC-378	18	1	13	3
3-deoxy-7-phosphoheptulonate synthaseFUNC-379	5	49	1	1
3-deoxy-7-phosphoheptulonate synthase ARO3FUNC-380	20	5	25	0
3-deoxy-7-phosphoheptulonate synthase ARO4FUNC-381	3	1	2	0
3-deoxy-7-phosphoheptulonate synthase class IIFUNC-382	11	34	0	7
3-deoxy-7-phosphoheptulonate synthase, partialFUNC-383	1	5	1	0
3-deoxy-8-phosphooctulonate synthaseFUNC-384	2	34	0	7
3-deoxy-8-phosphooctulonate synthase, partialFUNC-385	1	0	0	0
3-deoxy-D-manno-2-octulosonate transferaseFUNC-386	1	2	0	0
3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZFUNC-387	0	0	0	1
3-deoxy-D-manno-octulosonate 8-phosphate phosphataseFUNC-388	0	4	0	0
3-deoxy-D-manno-octulosonic acid kinaseFUNC-389	0	3	0	0
3-deoxy-D-manno-octulosonic acid transferaseFUNC-390	1	15	1	0
3-deoxy-manno-octulosonate cytidylyltransferaseFUNC-391	3	34	0	23
3-hexulose-6-phosphate synthaseFUNC-392	0	8	0	0
3-hydroxy-2-methylbutyryl-CoA dehydrogenaseFUNC-393	0	4	0	0
3-hydroxy-3-methylglutaryl-CoA reductaseFUNC-394	0	2	0	0
3-hydroxyacylFUNC-395	2	12	1	0
3-hydroxyacyl-ACP dehydrataseFUNC-396	1	0	0	0
3-hydroxyacyl-CoA dehydrogenaseFUNC-397	13	217	5	84
3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing proteinFUNC-398	1	7	1	4
3-hydroxyacyl-CoA dehydrogenase, partialFUNC-399	0	3	0	0
3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family proteinFUNC-400	0	1	0	0
3-hydroxyanthranilate 3,4-dioxygenaseFUNC-401	3	0	4	0
3-hydroxybutyrate dehydrogenaseFUNC-402	4	12	0	7
3-hydroxybutyrate dehydrogenase, partialFUNC-403	0	0	0	2
3-hydroxybutyryl-CoA dehydrataseFUNC-404	0	0	1	0
3-hydroxybutyryl-CoA dehydrogenaseFUNC-405	6	48	1	9
3-hydroxybutyryl-CoA dehydrogenase, partialFUNC-406	0	2	0	0
3-hydroxyisobutyrate dehydrogenaseFUNC-407	3	8	2	2
3-hydroxyisobutyrate dehydrogenase, partialFUNC-408	0	0	0	1
3-hydroxyisobutyryl-CoA hydrolaseFUNC-409	13	17	2	0
3-isopropylmalate dehydrataseFUNC-410	1	6	0	0
3-isopropylmalate dehydratase large subunitFUNC-411	6	89	3	16
3-isopropylmalate dehydratase large subunit, partialFUNC-412	2	4	0	0
3-isopropylmalate dehydratase LEU1FUNC-413	250	16	107	1
3-isopropylmalate dehydratase small subunitFUNC-414	10	33	6	5
3-isopropylmalate dehydratase small subunit 1-likeFUNC-415	3	0	0	0
3-isopropylmalate dehydratase, partialFUNC-416	1	1	0	0
3-isopropylmalate dehydratase, putativeFUNC-417	4	0	2	0
3-isopropylmalate dehydrogenaseFUNC-418	11	107	0	36
3-isopropylmalate dehydrogenase, partialFUNC-419	0	1	1	0
3-keto-5-aminohexanoate cleavage enzymeFUNC-420	0	5	0	0
3-keto-5-aminohexanoate cleavage proteinFUNC-421	0	0	1	2
3-keto-L-gulonate-6-phosphate decarboxylaseFUNC-422	1	4	0	0
3-keto-steroid reductaseFUNC-423	6	0	3	0
3-ketoacyl-ACP reductaseFUNC-424	1	22	0	3
3-ketoacyl-ACP reductase, partialFUNC-425	1	3	0	0
3-ketoacyl-CoA synthase 11-likeFUNC-426	1	0	2	0
3-ketoacyl-CoA thiolaseFUNC-427	0	17	1	0
3-ketoacyl-CoA thiolase 1, peroxisomal-likeFUNC-428	1	0	0	0
3-ketoacyl-CoA thiolase, partialFUNC-429	2	0	0	0
3-ketodihydrosphingosine reductase tsc10FUNC-430	2	0	0	0
3-ketosteroid-9-alpha-hydroxylaseFUNC-431	0	2	0	0
3-ketosteroid-delta-1-dehydrogenaseFUNC-432	0	3	0	7
3-mercaptopyruvate sulfurtransferaseFUNC-433	0	4	0	0
3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alphaFUNC-434	0	3	1	1
3-methyl-2-oxobutanoate dehydrogenase subunit VorBFUNC-435	0	4	0	0
3-methyl-2-oxobutanoate hydroxymethyltransferaseFUNC-436	14	65	2	5
3-methyl-2-oxobutanoate hydroxymethyltransferase, partialFUNC-437	0	2	0	0
3-methyladenine DNA glycosylaseFUNC-438	9	19	1	0
3-methyladenine DNA glycosylase, partialFUNC-439	0	1	0	25
3-methylcrotonyl-CoA carboxylaseFUNC-440	3	29	0	12
3-methylcrotonyl-CoA carboxylase subunit alphaFUNC-441	0	0	0	4
3-methylcrotonyl-CoA carboxylase, partialFUNC-442	0	1	0	0
3-octaprenyl-4-hydroxybenzoate carboxy-lyaseFUNC-443	2	20	1	5
3-octaprenyl-4-hydroxybenzoate carboxy-lyase, partialFUNC-444	0	7	0	0
3-octaprenyl-4-hydroxybenzoate decarboxylaseFUNC-445	0	3	1	0
3-oxo-5-alpha-steroid 4-dehydrogenaseFUNC-446	1	0	0	0
3-oxoacid CoA-transferaseFUNC-447	1	6	0	0
3-oxoacylFUNC-448	8	19	3	0
3-oxoacyl-ACP reductaseFUNC-449	10	129	1	14
3-oxoacyl-ACP reductase FabGFUNC-450	0	1	1	6
3-oxoacyl-ACP reductase, partialFUNC-451	1	7	0	0
3-oxoacyl-ACP synthaseFUNC-452	28	118	0	2
3-oxoacyl-ACP synthase IFUNC-453	0	1	0	0
3-oxoacyl-ACP synthase IIIFUNC-454	0	12	0	0
3-oxoacyl-ACP synthase, partialFUNC-455	1	0	0	0
3-oxoadipate CoA-transferaseFUNC-456	3	18	2	3
3-oxoadipate CoA-transferase, partialFUNC-457	0	1	0	0
3-oxoadipate enol-lactonaseFUNC-458	1	11	0	1
3-oxoadipate--succinyl-CoA transferase subunit AFUNC-459	0	0	0	1
3-oxoadipate--succinyl-CoA transferase subunit BFUNC-460	0	0	1	0
3-oxoadipyl-CoA thiolaseFUNC-461	1	7	0	1
3-phenylpropionate MFS transporterFUNC-462	0	2	0	0
3-phosphoglycerate dehydrogenaseFUNC-463	1	17	0	6
3-phosphoglycerate kinaseFUNC-464	0	1	0	0
3-phosphoinositide dependent protein kinase-1FUNC-465	5	6	0	0
3-phosphoserine/phosphohydroxythreonine aminotransferaseFUNC-466	1	6	0	0
3-phosphoserine/phosphohydroxythreonine aminotransferase, partialFUNC-467	0	1	0	0
3-phosphoshikimate 1-carboxyvinyltransferaseFUNC-468	29	81	0	17
3-phytaseFUNC-469	1	2	0	4
3-phytase AFUNC-470	1	0	0	0
3-phytase A precursorFUNC-471	1	0	0	0
3,4-dihydroxy-2-butanone-4-phosphate synthaseFUNC-472	2	23	0	4
3,4-dihydroxy-2-butanone-4-phosphate synthase RIB3FUNC-473	43	2	56	0
3,4-dihydroxy-2-butanone-4-phosphate synthase, partialFUNC-474	0	2	0	2
3,4-dihydroxyphenylacetate 2,3-dioxygenaseFUNC-475	4	8	0	0
3,4-dioxygenase subunit betaFUNC-476	0	12	0	0
3,4-dioxygenase subunit beta, partialFUNC-477	0	2	0	0
3'-5' DNA helicaseFUNC-478	13	1	14	0
3'-5' exonucleaseFUNC-479	2	53	3	2
3'-5' exonuclease eri1-likeFUNC-480	1	0	0	0
3'-5' exonuclease, partialFUNC-481	2	26	1	0
3'-5' exoribonucleaseFUNC-482	0	13	0	1
3'-5' exoribonuclease YhaMFUNC-483	0	13	0	0
3'-5' poly(A) RNA exonucleaseFUNC-484	35	26	44	10
3'-5'-bisphosphate nucleotidaseFUNC-485	3	9	0	0
3'-5'-exodeoxyribonucleaseFUNC-486	13	1	4	0
3'-kinaseFUNC-487	0	1	0	0
3'-kinase, partialFUNC-488	0	1	0	0
3',5'-cyclic-AMP phosphodiesteraseFUNC-489	2	3	0	0
3',5'-cyclic-AMP phosphodiesterase, partialFUNC-490	0	0	0	6
3',5'-cyclic-nucleotide phosphodiesteraseFUNC-491	0	6	0	7
3',5'-cyclic-nucleotide phosphodiesterase PDE1FUNC-492	116	9	142	2
3',5'-cyclic-nucleotide phosphodiesterase PDE2FUNC-493	28	2	7	0
3'(2'), 5'-bisphosphate nucleotidaseFUNC-494	1	0	0	0
3'(2'),5'-bisphosphate nucleotidaseFUNC-495	25	25	22	0
3'(2'),5'-bisphosphate nucleotidase CysQFUNC-496	1	31	0	5
30S ribosomal protein S1FUNC-497	26	190	5	21
30S ribosomal protein S1, partialFUNC-498	8	36	5	1
30S ribosomal protein S10FUNC-499	1	15	0	0
30S ribosomal protein S10, partialFUNC-500	1	5	1	0
30S ribosomal protein S11FUNC-501	2	34	1	4
30S ribosomal protein S11, partialFUNC-502	4	2	0	0
30S ribosomal protein S12FUNC-503	6	57	0	1
30S ribosomal protein S12 methylthiotransferase RimOFUNC-504	2	39	1	17
30S ribosomal protein S12 methylthiotransferase RimO, partialFUNC-505	3	5	0	0
30S ribosomal protein S12, partialFUNC-506	3	10	0	0
30S ribosomal protein S13FUNC-507	4	19	0	2
30S ribosomal protein S13, partialFUNC-508	1	2	1	0
30S ribosomal protein S13p/S18e, partialFUNC-509	4	4	1	0
30S ribosomal protein S14FUNC-510	3	12	1	0
30S ribosomal protein S15FUNC-511	9	18	0	0
30S ribosomal protein S16FUNC-512	5	36	0	24
30S ribosomal protein S16, partialFUNC-513	0	3	0	0
30S ribosomal protein S17FUNC-514	2	16	2	0
30S ribosomal protein S17e, partialFUNC-515	0	1	0	0
30S ribosomal protein S18FUNC-516	1	21	1	0
30S ribosomal protein S18, partialFUNC-517	0	5	0	0
30S ribosomal protein S19FUNC-518	1	18	0	0
30S ribosomal protein S19, partialFUNC-519	0	0	2	0
30S ribosomal protein S2FUNC-520	10	69	3	2
30S ribosomal protein S2, partialFUNC-521	7	30	0	5
30S ribosomal protein S20FUNC-522	2	18	0	5
30S ribosomal protein S21FUNC-523	0	4	0	3
30S ribosomal protein S26eFUNC-524	0	0	2	0
30S ribosomal protein S3FUNC-525	10	74	0	0
30S ribosomal protein S3, partialFUNC-526	16	64	2	3
30S ribosomal protein S30FUNC-527	0	0	0	3
30S ribosomal protein S4FUNC-528	6	53	2	10
30S ribosomal protein S4, partialFUNC-529	5	1	0	0
30S ribosomal protein S4eFUNC-530	0	0	0	1
30S ribosomal protein S5FUNC-531	12	23	5	14
30S ribosomal protein S5, partialFUNC-532	1	21	0	0
30S ribosomal protein S6FUNC-533	4	42	0	2
30S ribosomal protein S6 modification enzyme RimKFUNC-534	0	3	0	0
30S ribosomal protein S6--L-glutamate ligaseFUNC-535	0	4	0	0
30S ribosomal protein S6, partialFUNC-536	2	7	1	2
30S ribosomal protein S6eFUNC-537	0	0	1	0
30S ribosomal protein S7FUNC-538	5	9	0	1
30S ribosomal protein S7, partialFUNC-539	2	4	0	0
30S ribosomal protein S8FUNC-540	5	22	2	2
30S ribosomal protein S8, partialFUNC-541	1	6	2	0
30S ribosomal protein S8e, partialFUNC-542	1	0	0	0
30S ribosomal protein S9FUNC-543	0	17	1	0
30S ribosomal protein S9, partialFUNC-544	3	5	0	0
30S small subunit ribosomal protein S19eFUNC-545	0	1	0	0
37S ribosomal protein RSM22FUNC-546	1	12	0	0
37S ribosomal protein S9, mitochondrialFUNC-547	1	0	0	0
3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)FUNC-548	6	15	0	6
3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing), partialFUNC-549	15	42	1	14
3HCDH_N-domain-containing proteinFUNC-550	1	0	0	0
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinaseFUNC-551	22	89	1	17
4-alpha-glucanotransferaseFUNC-552	35	174	0	6
4-alpha-glucanotransferase, partialFUNC-553	0	7	0	0
4-amino-4-deoxy-L-arabinose lipid A transferaseFUNC-554	0	12	0	1
4-amino-4-deoxy-L-arabinose lipid A transferase, partialFUNC-555	0	2	0	0
4-amino-4-deoxy-L-arabinose transferaseFUNC-556	1	2	0	0
4-amino-4-deoxy-L-arabinose-phospho-UDP flippaseFUNC-557	0	1	0	0
4-amino-4-deoxy-L-arabinose-phospho-UDP flippase, partialFUNC-558	0	1	0	0
4-amino-4-deoxychorismate lyaseFUNC-559	5	41	0	0
4-amino-4-deoxychorismate lyase, partialFUNC-560	5	4	1	0
4-amino-4-deoxychorismate synthaseFUNC-561	23	8	13	0
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthaseFUNC-562	12	0	3	0
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase-likeFUNC-563	2	1	1	0
4-aminobutyrate aminotransferaseFUNC-564	0	2	0	0
4-aminobutyrate transaminaseFUNC-565	35	1	32	0
4-aminobutyrate--2-oxoglutarate transaminaseFUNC-566	3	38	2	1
4-aminobutyrate--2-oxoglutarate transaminase, partialFUNC-567	0	5	0	0
4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylaseFUNC-568	0	10	0	8
4-carboxymuconolactone decarboxylaseFUNC-569	5	2	0	4
4-coumarate--CoA ligaseFUNC-570	0	8	3	19
4-coumarate--CoA ligase family proteinFUNC-571	0	5	0	0
4-coumarate--CoA ligase-like 5FUNC-572	0	1	0	0
4-coumarate-coA ligaseFUNC-573	1	0	0	0
4-demethylwyosine synthase TYW1FUNC-574	0	2	0	2
4-diphosphocytidyl-2C-methyl-D-erythritol synthaseFUNC-575	0	0	1	0
4-hydroxy-2-oxovalerate aldolaseFUNC-576	0	2	0	6
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthaseFUNC-577	20	180	2	8
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, partialFUNC-578	1	15	0	2
4-hydroxy-3-methylbut-2-enyl diphosphate reductaseFUNC-579	5	59	0	30
4-hydroxy-3-methylbut-2-enyl diphosphate reductase, partialFUNC-580	8	36	0	6
4-hydroxy-tetrahydrodipicolinate reductaseFUNC-581	14	59	1	17
4-hydroxy-tetrahydrodipicolinate reductase 1, chloroplasticFUNC-582	0	0	3	0
4-hydroxy-tetrahydrodipicolinate reductase, partialFUNC-583	1	2	0	0
4-hydroxy-tetrahydrodipicolinate synthaseFUNC-584	8	62	1	11
4-hydroxy-tetrahydrodipicolinate synthase, partialFUNC-585	10	38	0	6
4-hydroxyacetophenone monooxygenaseFUNC-586	3	20	1	6
4-hydroxybenzoate 3-monooxygenaseFUNC-587	1	19	0	6
4-hydroxybenzoate octaprenyltransferaseFUNC-588	7	11	3	3
4-hydroxybenzoate polyprenyltransferaseFUNC-589	0	5	0	1
4-hydroxybenzoate polyprenyltransferase, mitochondrialFUNC-590	0	4	0	0
4-hydroxybenzoyl-CoA reductaseFUNC-591	0	3	0	0
4-hydroxybenzoyl-CoA thioesteraseFUNC-592	1	29	0	0
4-hydroxybutyrate CoA-transferaseFUNC-593	2	4	0	0
4-hydroxybutyrate dehydrogenaseFUNC-594	0	7	0	4
4-hydroxyphenylacetate 3-monooxygenase oxygenase component, partialFUNC-595	0	7	0	0
4-hydroxyphenylpyruvate dioxygenaseFUNC-596	5	36	0	6
4-hydroxyphenylpyruvate dioxygenase, partialFUNC-597	1	6	0	1
4-hydroxythreonine-4-phosphate dehydrogenaseFUNC-598	0	0	0	7
4-hydroxythreonine-4-phosphate dehydrogenase PdxAFUNC-599	2	29	0	7
4-nitrophenylphosphataseFUNC-600	31	0	5	0
4-oxalocrotonate tautomeraseFUNC-601	0	4	0	0
4-phosphoerythronate dehydrogenaseFUNC-602	4	10	1	0
4-phosphopantetheinyl transferaseFUNC-603	1	0	0	3
4-phytaseFUNC-604	1	7	0	0
4,5-dihydroxyphthalate decarboxylaseFUNC-605	0	7	0	0
4,5-DOPA dioxygenase extradiolFUNC-606	0	0	0	12
4'-phosphopantetheinyl transferaseFUNC-607	6	20	0	1
40S ribosomal protein S0FUNC-608	5	3	5	0
40S ribosomal protein S1FUNC-609	8	7	1	0
40S ribosomal protein S10FUNC-610	3	0	1	0
40S ribosomal protein S10-3-likeFUNC-611	0	0	1	0
40S ribosomal protein S10-A-likeFUNC-612	0	1	1	0
40S ribosomal protein S11FUNC-613	1	1	2	0
40S ribosomal protein S12FUNC-614	4	4	4	0
40S ribosomal protein S12-likeFUNC-615	4	0	1	0
40S ribosomal protein S13FUNC-616	3	2	0	0
40S ribosomal protein s14FUNC-617	1	0	0	0
40S ribosomal protein S14FUNC-618	9	2	2	0
40S ribosomal protein S14 isoform X1FUNC-619	0	5	0	0
40S ribosomal protein S15FUNC-620	1	0	0	0
40S ribosomal protein S15-like, partialFUNC-621	0	0	1	0
40S ribosomal protein S15, partialFUNC-622	1	0	0	0
40S ribosomal protein S15aFUNC-623	1	0	0	0
40S ribosomal protein S16FUNC-624	8	0	7	0
40S ribosomal protein S16-AFUNC-625	2	1	1	0
40S ribosomal protein S16-likeFUNC-626	0	0	1	0
40S ribosomal protein S17FUNC-627	3	3	1	2
40S ribosomal protein S17-3, partialFUNC-628	2	0	0	0
40S ribosomal protein S17, putativeFUNC-629	1	0	0	0
40S ribosomal protein S18FUNC-630	1	0	0	0
40S ribosomal protein S18-likeFUNC-631	1	0	0	0
40S ribosomal protein S18, partialFUNC-632	0	1	1	0
40S ribosomal protein S19-3FUNC-633	0	0	1	0
40S ribosomal protein S19-likeFUNC-634	3	1	1	0
40S ribosomal protein S2FUNC-635	9	3	4	0
40S ribosomal protein S2-2, partialFUNC-636	1	0	0	0
40S ribosomal protein S2-3-likeFUNC-637	1	0	0	0
40S ribosomal protein S2-4FUNC-638	0	0	1	0
40S ribosomal protein S2, partialFUNC-639	0	3	0	0
40S ribosomal protein S20FUNC-640	0	2	0	0
40S ribosomal protein S20-2FUNC-641	1	0	0	0
40S ribosomal protein S20-2-likeFUNC-642	1	0	0	0
40S ribosomal protein S20-likeFUNC-643	1	1	1	1
40S ribosomal protein S21FUNC-644	3	0	0	0
40S ribosomal protein S21 (CRP7)FUNC-645	3	0	0	0
40S ribosomal protein S22FUNC-646	17	4	13	0
40S ribosomal protein S22-BFUNC-647	1	0	0	0
40S ribosomal protein S23FUNC-648	24	5	21	1
40S ribosomal protein S23-likeFUNC-649	1	4	0	0
40S ribosomal protein S23, partialFUNC-650	3	1	0	0
40s ribosomal protein s24FUNC-651	3	1	1	0
40S ribosomal protein S25FUNC-652	6	1	0	0
40S ribosomal protein S25-2FUNC-653	3	0	0	0
40s ribosomal protein s26FUNC-654	0	1	0	0
40S ribosomal protein S26FUNC-655	1	4	0	0
40S ribosomal protein S26 TPHA_0H00360FUNC-656	56	3	32	0
40S ribosomal protein S26-3FUNC-657	2	0	0	0
40S ribosomal protein S26-likeFUNC-658	0	0	1	0
40S ribosomal protein S27FUNC-659	2	0	1	0
40S ribosomal protein S27-2-likeFUNC-660	0	0	2	0
40s ribosomal protein s28FUNC-661	1	0	0	0
40S ribosomal protein S28FUNC-662	2	2	2	0
40S ribosomal protein S28, partialFUNC-663	0	0	1	0
40S ribosomal protein S29FUNC-664	3	0	1	0
40S ribosomal protein S29-AFUNC-665	4	2	0	0
40S ribosomal protein S29-likeFUNC-666	1	0	0	0
40S ribosomal protein S3FUNC-667	1	1	1	0
40S ribosomal protein S3-1FUNC-668	1	0	0	0
40S ribosomal protein S3-3 isoform X3FUNC-669	0	0	1	0
40S ribosomal protein S3-likeFUNC-670	1	0	0	0
40S ribosomal protein S30FUNC-671	0	2	0	0
40S ribosomal protein S3aEFUNC-672	13	3	4	2
40S ribosomal protein S3aE-AFUNC-673	1	1	0	0
40S ribosomal protein S4FUNC-674	16	5	6	0
40S ribosomal protein S4-likeFUNC-675	1	0	1	0
40S ribosomal protein s4, partialFUNC-676	0	0	1	0
40S ribosomal protein S4, putativeFUNC-677	1	0	1	0
40S ribosomal protein S4, X isoform, putativeFUNC-678	0	3	0	0
40S ribosomal protein S5FUNC-679	6	2	2	0
40S ribosomal protein S5-BFUNC-680	8	5	1	1
40S ribosomal protein S5-likeFUNC-681	0	1	0	0
40s ribosomal protein s6FUNC-682	1	0	0	0
40S ribosomal protein S6FUNC-683	4	0	4	0
40S ribosomal protein S6-BFUNC-684	0	0	1	0
40S ribosomal protein S6-likeFUNC-685	0	0	1	0
40S ribosomal protein S6-like isoform X2FUNC-686	1	0	0	0
40S ribosomal protein S7FUNC-687	0	3	0	0
40S ribosomal protein S7-likeFUNC-688	4	0	2	0
40S ribosomal protein S8FUNC-689	1	0	1	0
40S ribosomal protein S8-A-likeFUNC-690	1	0	0	0
40S ribosomal protein S8-BFUNC-691	1	0	0	0
40S ribosomal protein S9FUNC-692	6	2	3	0
40S ribosomal protein SAFUNC-693	3	5	1	0
40S ribosomal protein SA-likeFUNC-694	0	8	0	0
40S ribosomal protein-like protein S19FUNC-695	0	0	1	0
40S ribosomal protein-like protein S2FUNC-696	3	2	0	0
41 kDa peptidyl-prolyl cis-trans isomeraseFUNC-697	0	1	0	0
46 kDa FK506-binding nuclear protein-likeFUNC-698	1	0	0	0
4a-hydroxytetrahydrobiopterin dehydrataseFUNC-699	11	18	7	0
4Fe-4S binding proteinFUNC-700	1	22	1	6
4Fe-4S dicluster domain-containing proteinFUNC-701	0	8	0	2
4Fe-4S ferredoxinFUNC-702	2	36	1	16
4Fe-4S ferredoxin, iron-sulfur-binding domain-containing proteinFUNC-703	0	0	0	1
5 -3 exoribonuclease 1FUNC-704	0	1	0	0
5-(carboxyamino)imidazole ribonucleotide mutaseFUNC-705	8	39	0	2
5-(carboxyamino)imidazole ribonucleotide mutase, partialFUNC-706	3	8	0	0
5-(carboxyamino)imidazole ribonucleotide synthaseFUNC-707	27	119	1	42
5-aminoimidazole-4-carboxamide ribonucleotide transformylaseFUNC-708	1	0	0	0
5-aminolevulinate synthaseFUNC-709	251	42	146	0
5-aminolevulinate synthase, mitochondrialFUNC-710	1	0	0	0
5-aminolevulinic acid synthaseFUNC-711	3	12	0	1
5-aminolevulinic acid synthase HemAFUNC-712	0	1	0	0
5-carboxymethyl-2-hydroxymuconate isomeraseFUNC-713	1	15	0	0
5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenaseFUNC-714	0	19	2	3
5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase oxidoreductaseFUNC-715	0	0	0	1
5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase, partialFUNC-716	2	0	0	0
5-dehydro-2-deoxygluconokinaseFUNC-717	14	19	1	18
5-dehydro-4-deoxy-D-glucuronate isomeraseFUNC-718	0	2	0	0
5-dehydro-4-deoxyglucarate dehydrataseFUNC-719	4	18	0	0
5-deoxy-glucuronate isomeraseFUNC-720	3	30	0	4
5-deoxy-glucuronate isomerase, partialFUNC-721	8	7	0	0
5-formyltetrahydrofolate cyclo-ligaseFUNC-722	18	55	4	5
5-formyltetrahydrofolate cyclo-ligase, partialFUNC-723	0	1	0	0
5-hydroxyisourate hydrolaseFUNC-724	2	0	0	0
5-keto-4-deoxy-D-glucarate aldolaseFUNC-725	0	1	0	0
5-keto-4-deoxyuronate isomeraseFUNC-726	0	1	0	0
5-methylaminomethyl-2-thiouridine methyltransferaseFUNC-727	0	2	0	0
5-methylcytosine restriction system component- like proteinFUNC-728	0	5	0	0
5-methylcytosine restriction system proteinFUNC-729	0	3	0	0
5-methylcytosine-specific restriction endonuclease system specificity protein McrCFUNC-730	0	2	0	0
5-methylcytosine-specific restriction related enzymeFUNC-731	0	4	0	0
5-methyltetrahydrofolate--homocysteine methyltransferaseFUNC-732	0	11	0	8
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferaseFUNC-733	4	23	0	13
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase, partialFUNC-734	0	1	0	0
5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferaseFUNC-735	8	46	2	5
5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase, partialFUNC-736	0	1	0	2
5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferas-like proteinFUNC-737	1	0	0	0
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferaseFUNC-738	38	1	9	2
5-oxoprolinaseFUNC-739	20	30	24	1
5-oxoprolinase (ATP-hydrolysing)FUNC-740	0	4	0	0
5,10-methylene tetrahydromethanopterin reductaseFUNC-741	0	1	0	0
5,10-methylene tetrahydromethanopterin reductase, partialFUNC-742	3	32	0	0
5,10-methylenetetrahydrofolate reductaseFUNC-743	5	9	0	6
5,10-methylenetetrahydromethanopterin reductaseFUNC-744	1	1	0	0
5,6-dimethylbenzimidazole synthaseFUNC-745	45	133	0	20
5,6-dimethylbenzimidazole synthase, partialFUNC-746	1	0	0	0
5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphataseFUNC-747	100	10	81	0
5'-3' exonucleaseFUNC-748	0	5	0	0
5'-3' exoribonuclease 1FUNC-749	2	0	0	0
5'-3' exoribonuclease 1-likeFUNC-750	0	1	1	0
5'-3' exoribonuclease 2FUNC-751	1	5	0	0
5'-adenylylsulfate reductase-like 5FUNC-752	1	0	0	0
5'-AMP-activated protein kinase, regulatory gamma subunitFUNC-753	0	3	0	0
5'-deoxynucleotidaseFUNC-754	4	2	12	0
5'-methylthioadenosine phosphorylaseFUNC-755	0	3	0	0
5'-methylthioadenosine/S-adenosylhomocysteine nucleosidaseFUNC-756	6	38	0	1
5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase 2-like isoform X2FUNC-757	1	0	0	0
5'-nucleosidaseFUNC-758	0	2	0	0
5'-nucleotidaseFUNC-759	3	16	0	8
5'-nucleotidase domain-containing protein DDB_G0275467-likeFUNC-760	0	1	0	0
5'-nucleotidase, C-terminal domain protein, partialFUNC-761	1	16	0	0
5'-nucleotidase, lipoprotein e(P4) familyFUNC-762	0	2	0	0
5'/3'-nucleotidase SurEFUNC-763	6	6	1	1
50S ribosomal protein L1FUNC-764	18	67	0	6
50S ribosomal protein L1-likeFUNC-765	0	7	0	0
50S ribosomal protein L1, partialFUNC-766	10	19	2	1
50S ribosomal protein L10FUNC-767	9	73	0	3
50S ribosomal protein L10, partialFUNC-768	1	8	0	0
50S ribosomal protein L11FUNC-769	6	63	5	11
50S ribosomal protein L11 methyltransferaseFUNC-770	3	14	1	34
50S ribosomal protein L11 methyltransferase, partialFUNC-771	1	0	0	0
50S ribosomal protein L11, partialFUNC-772	0	2	1	0
50S ribosomal protein L13FUNC-773	3	33	3	2
50S ribosomal protein L13, partialFUNC-774	0	3	0	1
50S ribosomal protein L14FUNC-775	6	58	5	7
50S ribosomal protein L14, partialFUNC-776	2	3	1	0
50S ribosomal protein L15FUNC-777	11	41	3	14
50S ribosomal protein L15eFUNC-778	0	0	0	5
50S ribosomal protein L16FUNC-779	3	52	0	2
50S ribosomal protein L16, partialFUNC-780	0	0	1	0
50S ribosomal protein L17FUNC-781	11	38	0	2
50S ribosomal protein L17, partialFUNC-782	1	3	0	0
50S ribosomal protein L18FUNC-783	6	47	0	13
50S ribosomal protein L18, partialFUNC-784	0	2	0	0
50S ribosomal protein L18eFUNC-785	0	1	0	0
50S ribosomal protein L19FUNC-786	4	20	0	2
50S ribosomal protein L2FUNC-787	23	53	8	34
50S ribosomal protein L2, partialFUNC-788	3	19	2	0
