	control.B3	control.B4	experimental.B10	experimental.B9
cytochrome oxidase I, partialFUNC-5468	0	0	1	0
cytochrome oxidase subunit 1 (mitochondrion)FUNC-5469	0	15	15	9
cytochrome oxidase subunit 2 (mitochondrion)FUNC-5470	1	7	20	14
cytochrome oxidase subunit 3 (mitochondrion)FUNC-5471	0	8	7	4
cytochrome oxidase subunit iFUNC-5472	0	0	3	0
cytochrome oxidase subunit IFUNC-5473	0	0	1	0
cytochrome oxidase subunit I, partialFUNC-5474	0	0	2	1
cytochrome p450FUNC-5475	0	0	1	0
cytochrome P450FUNC-5476	3	5	33	4
Cytochrome P450FUNC-5477	0	2	1	0
cytochrome P450 51FUNC-5478	0	0	1	0
cytochrome P450 61FUNC-5479	0	1	4	0
Cytochrome P450 61FUNC-5480	0	0	0	1
cytochrome P450 61-likeFUNC-5481	0	1	2	0
cytochrome P450 714C2-likeFUNC-5482	0	0	1	0
cytochrome P450 89A2-likeFUNC-5483	0	0	1	0
cytochrome p450 domain-containing proteinFUNC-5484	0	0	1	0
cytochrome P450 family proteinFUNC-5485	0	0	1	0
cytochrome P450 monooxygenase AFLA_114810-likeFUNC-5486	0	1	0	0
cytochrome P450 monooxygenase mpaDE-likeFUNC-5487	0	1	0	0
cytochrome P450 monooxygenase psoD-likeFUNC-5488	0	1	0	1
cytochrome P450 oxidoreductaseFUNC-5489	0	1	0	0
cytochrome p450 proteinFUNC-5490	0	1	0	1
Cytochrome p450 proteinFUNC-5491	0	1	1	0
cytochrome P450 reductase 1FUNC-5492	0	2	0	2
cytochrome ubiquinol oxidase subunit IFUNC-5493	1	6	83	4
cytochrome ubiquinol oxidase subunit IIFUNC-5494	0	1	7	0
cytochrome ubiquinol oxidase subunit II, partialFUNC-5495	0	1	0	0
cytochrome-b5 reductaseFUNC-5496	0	217	374	73
cytochrome-c oxidaseFUNC-5497	0	1	1	0
cytochrome-c oxidase chain VIIcFUNC-5498	0	0	3	4
cytochrome-c oxidase subunit I (mitochondrion)FUNC-5499	0	0	1	0
cytochrome-c oxidase subunit III (mitochondrion)FUNC-5500	0	0	1	0
cytochrome-c oxidase, cbb3-type subunit IFUNC-5501	0	3	43	0
cytochrome-c oxidase, cbb3-type subunit I, partialFUNC-5502	0	1	4	0
cytochrome-c oxidase, cbb3-type subunit IIFUNC-5503	0	0	1	0
cytochrome-c oxidase, cbb3-type subunit II, partialFUNC-5504	0	0	4	1
cytochrome-c oxidase, cbb3-type subunit IIIFUNC-5505	1	2	23	1
cytochrome-c oxidase, subunit VIIaFUNC-5506	0	3	6	1
cytochrome-c peroxidaseFUNC-5507	0	60	93	31
cytohesin 1FUNC-5508	0	0	1	0
cytokinesis proteinFUNC-5509	0	0	3	0
cytokinin hydroxylaseFUNC-5510	0	0	1	0
cytomegalovirus gH-receptor family proteinFUNC-5511	0	0	2	0
cytoplasm protein, putativeFUNC-5512	0	0	1	0
cytoplasmic dynein-like protein 1 heavy chain 1FUNC-5513	0	0	2	0
cytoplasmic FMR1-interacting protein-likeFUNC-5514	0	0	5	0
cytoplasmic polyadenylation element-binding protein 3-likeFUNC-5515	0	0	3	0
cytoplasmic proteinFUNC-5516	0	0	1	0
cytosine deaminaseFUNC-5517	1	67	311	91
cytosine permeaseFUNC-5518	0	1	7	0
cytoskeletal protein-binding protein SLA1FUNC-5519	0	61	178	34
cytoskeletal signaling protein slm1-likeFUNC-5520	0	1	2	1
cytoskeleton-associated protein 5FUNC-5521	0	0	2	0
cytosol aminopeptidaseFUNC-5522	0	0	1	0
cytosolic 10-formyltetrahydrofolate dehydrogenase-likeFUNC-5523	0	0	6	0
cytosolic 5'-nucleotidase 3-likeFUNC-5524	0	0	1	0
Cytosolic and mitochondrial glutathione oxidoreductaseFUNC-5525	0	1	0	0
cytosolic Fe-S cluster assembly factor NBP35, partialFUNC-5526	0	3	0	0
cytosolic isocitrate dehydrogenaseFUNC-5527	0	0	1	0
cytosolic large ribosomal subunit protein L30FUNC-5528	0	0	0	1
Cytosolic nonspecific dipeptidaseFUNC-5529	0	1	0	0
cytosolic phospholipase A2 zetaFUNC-5530	0	0	1	0
cytotoxic translational repressor of toxin-antitoxin stability systemFUNC-5531	0	0	1	0
D-2-hydroxyacid dehydrogenaseFUNC-5532	0	1	2	1
D-3-phosphoglycerate dehydrogenaseFUNC-5533	0	1	10	0
D-3-phosphoglycerate dehydrogenase 2FUNC-5534	0	0	2	0
D-3-phosphoglycerate dehydrogenase, partialFUNC-5535	0	0	11	0
D-3-phosphoglycerate dehydrogenase/2-oxoglutarate reductaseFUNC-5536	0	0	1	0
D-Ala D-Ala ligaseFUNC-5537	0	0	2	0
D-alanine--D-alanine ligaseFUNC-5538	0	1	32	1
D-alanine--D-alanine ligase AFUNC-5539	2	1	12	0
D-alanine--D-alanine ligase, partialFUNC-5540	0	0	1	0
D-alanine--poly(phosphoribitol) ligaseFUNC-5541	0	0	1	0
D-alanine--poly(phosphoribitol) ligase subunit 1FUNC-5542	2	0	0	0
D-alanine--poly(phosphoribitol) ligase, partialFUNC-5543	0	0	4	0
D-alanyl-D-alanine carboxypeptidaseFUNC-5544	0	1	18	2
D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidaseFUNC-5545	0	1	28	0
D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase, partialFUNC-5546	0	0	1	0
D-alanyl-D-alanine endopeptidaseFUNC-5547	1	0	5	0
D-alanyl-lipoteichoic acid biosynthesis protein DltBFUNC-5548	0	0	2	0
D-amino acid aminotransferaseFUNC-5549	0	0	1	0
D-amino acid dehydrogenase small subunitFUNC-5550	0	0	7	0
D-amino acid dehydrogenase, partialFUNC-5551	0	0	2	0
D-amino-acid N-acetyltransferaseFUNC-5552	0	14	58	18
D-amino-acid oxidaseFUNC-5553	0	0	0	1
D-amino-acid transaminase, chloroplastic-like isoform X2FUNC-5554	0	0	0	1
D-aminoacid aminotransferase-like PLP-dependent enzymeFUNC-5555	0	1	0	1
D-aminoacylaseFUNC-5556	0	0	3	0
D-arabinono-1,4-lactone oxidaseFUNC-5557	0	6	13	9
D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1FUNC-5558	0	48	94	24
D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA2FUNC-5559	0	6	38	8
D-arabinose 5-phosphate isomeraseFUNC-5560	0	0	2	0
D-erythrulose-4-phosphate isomeraseFUNC-5561	0	0	11	0
D-glycerate dehydrogenaseFUNC-5562	0	1	6	1
